"countrycode","country","year","polity5","democracy","gdppc","gdppc_growth","enrol_gross","primcomp","primcom_male","primcom_fem","enrol_net","agri","slums","telephone","internet","tax","pop","pop_fem","electricity","service","oil","natural","oda","literacy","lit_male","lit_fem","infant","health_ex","hospital","tuberculosis","life","life_male","life_female","unemploy","urban","attend","prenatal","military","un_continent_name","un_region_name","v2xcs_ccsi","v2cseeorgs","v2csreprss","v2cscnsult","v2csprtcpt","v2csgender","v2csantimv","v2csrlgrep","v2csrlgcon","v2regsupgroups_0","v2regsupgroups_1","v2regsupgroups_2","v2regsupgroups_3","v2regsupgroups_4","v2regsupgroups_5","v2regsupgroups_6","v2regsupgroups_7","v2regsupgroups_8","v2regsupgroups_9","v2regsupgroups_10","v2regsupgroups_11","v2regsupgroups_12","v2regsupgroups_13","v2x_libdem","v2x_neopat","v2dlencmps","v2elembaut","v2elvotbuy","v2exbribe","v2exembez","v2exrescon","v2jucomp","v2jucorrdc","v2juhccomp","v2juhcind","v2juncind","v2lgcrrpt","v2lgfunds","v2lginvstp","v2lgotovst","v2psprlnks","v2xnp_client"
"ARG","ARGENTINA",1960,5,1,778.251706763404,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20386045,49.9141839429865,NA,NA,NA,NA,264795318.603516,NA,NA,NA,NA,NA,6.35225057601929,NA,64.242,61.202,67.789,NA,NA,NA,NA,1.55,"Americas","South America",0.788,1.337,1.204,1.125,1.292,0.288,-0.974,2.128,2.305,0,0.5,0.667,0.5,0,0.5,0,0,0,0.167,0.833,0,0,0,0.356,0.365,0.785,0.039,0.3,0.884,0.436,0.949,0.622,0.851,1.292,-0.193,0.094,0.868,1.689,0.464,0.121,0.863,0.354
"ARG","ARGENTINA",1961,5,1,971.338043308372,24.8102683061212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20726276,49.9721705915718,NA,NA,NA,NA,381292022.705078,NA,NA,NA,NA,NA,NA,NA,64.631,61.526,68.236,NA,NA,NA,NA,2.14,"Americas","South America",0.788,1.337,1.204,1.125,1.292,0.288,-0.974,2.128,2.305,0,0.5,0.667,0.5,0,0.5,0,0,0,0.167,0.833,0,0,0,0.362,0.346,0.785,0.039,0.3,0.884,0.436,0.949,0.622,0.851,1.292,-0.193,1.005,0.868,1.689,0.464,0.121,0.863,0.355
"ARG","ARGENTINA",1962,5,0,870.217490905403,-10.4104387859198,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21072538,50.0160303424296,NA,NA,NA,NA,426919494.628906,NA,NA,NA,NA,NA,NA,NA,64.618,61.474,68.282,NA,NA,NA,NA,2.66,"Americas","South America",0.712,0.772,1.204,1.125,1.292,0.288,-0.974,2.128,2.305,0,0.333,0.5,0.5,0,0.667,0,0,0,0.167,0.833,0,0,0,0.206,0.344,0.785,0.039,0.304,0.884,0.124,-0.284,0.622,0.851,1.292,1.297,1.005,0.868,1.689,0.464,0.121,0.863,0.354
"ARG","ARGENTINA",1963,6,1,852.972425139433,-1.98169606405264,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21421705,50.0597501459384,NA,NA,NA,NA,260181182.861328,NA,NA,NA,NA,NA,NA,NA,64.855,61.65,68.575,NA,NA,NA,NA,1.68,"Americas","South America",0.761,1.623,0.284,1.125,1.292,0.288,-0.974,2.128,2.305,0.167,0.5,0.333,0.667,0,0.833,0,0.167,0,0,0.667,0,0,0,0.226,0.226,0.785,0.686,0.306,1.991,1.712,0.183,0.727,1.116,1.444,1.489,1.456,1.204,1.69,0.923,0.121,0.863,0.353
"ARG","ARGENTINA",1964,6,1,1176.20086190313,37.8943594467148,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21769453,50.1034844511948,NA,NA,NA,NA,-1921867.0129776,NA,NA,NA,NA,NA,NA,NA,64.816,61.609,68.537,NA,NA,NA,NA,1.15,"Americas","South America",0.816,1.623,1.205,1.125,1.292,0.288,-0.974,2.128,2.305,0.167,0.5,0.5,0.5,0,0.667,0,0.167,0,0,0.667,0,0,0,0.423,0.203,0.785,0.686,0.306,1.991,1.712,0.965,0.727,1.116,1.444,1.489,1.456,1.204,1.695,0.923,0.121,0.863,0.352
"ARG","ARGENTINA",1965,6,1,1281.83337976859,8.98082302835106,NA,NA,NA,NA,NA,12.9041629886915,NA,NA,NA,NA,22112629,50.1463326614699,NA,38.6813582857261,NA,NA,-441073333.740234,NA,NA,NA,NA,NA,NA,NA,65.053,61.783,68.819,NA,NA,NA,NA,1.07,"Americas","South America",0.736,1.623,-0.014,1.125,1.292,0.288,-0.974,2.128,2.305,0.167,0.5,0.5,0.5,0,0.667,0,0.167,0,0,0.667,0,0,0,0.427,0.196,0.785,0.686,0.338,1.991,1.712,0.965,0.727,1.116,1.444,1.489,1.456,1.204,1.695,0.923,0.599,0.863,0.339
"ARG","ARGENTINA",1966,-9,0,1275.07843418966,-0.526975321874485,NA,NA,NA,NA,NA,10.2787574725073,NA,NA,NA,NA,22453893,50.1862839635997,NA,40.1170927423721,NA,NA,-120212768.554688,NA,NA,NA,NA,NA,NA,NA,65.398,62.157,69.095,NA,NA,NA,NA,1.168,"Americas","South America",0.356,-0.568,-0.996,1.125,1.292,0.288,-0.974,2.128,2.305,0.167,0.67,0.245,0.67,0,0.837,0,0.167,0.085,0,0.497,0,0,0,0.202,0.379,0.321,0.686,0.338,1.223,-0.172,-0.779,0.638,0.858,1.309,0.122,0.104,1.204,1.695,0.923,0.599,0.863,0.377
"ARG","ARGENTINA",1967,-9,0,1063.93283833587,-16.5594202044502,NA,NA,NA,NA,NA,9.98038631665412,NA,NA,NA,NA,22799059,50.2254895695476,NA,42.6362011624409,NA,NA,66357719.4213867,NA,NA,NA,NA,NA,NA,NA,65.467,62.126,69.288,NA,NA,NA,NA,1.4,"Americas","South America",0.282,-0.971,-1.221,1.125,1.292,0.288,-0.974,2.128,2.305,0.167,0.833,0,0.833,0,1,0,0.167,0.167,0,0.333,0,0,0,0.089,0.624,-0.15,0.231,NA,-0.416,-1.109,-2.986,0.638,0.858,1.309,-0.215,0.104,NA,NA,NA,NA,0.863,0.452
"ARG","ARGENTINA",1968,-9,0,1141.95211617341,7.33310177356425,NA,NA,NA,NA,NA,9.72127698537181,NA,NA,NA,NA,23150583,50.2675267284834,NA,43.2426585257493,NA,NA,-31353643.4173584,NA,NA,NA,NA,NA,NA,NA,65.234,61.779,69.193,NA,NA,NA,NA,1.68571428571429,"Americas","South America",0.282,-0.971,-1.221,1.125,1.292,0.288,-0.508,2.128,2.305,0.167,0.833,0,0.833,0,1,0,0.167,0.167,0,0.333,0,0,0,0.084,0.624,-0.15,0.231,NA,-0.416,-1.109,-2.986,0.638,0.858,1.309,-0.215,0.104,NA,NA,NA,NA,0.863,0.452
"ARG","ARGENTINA",1969,-9,0,1329.56181832409,16.4288589244306,NA,NA,NA,NA,NA,9.18580964838541,NA,NA,NA,NA,23508711,50.3123714439299,NA,43.4271542070252,NA,NA,57573871.6125488,NA,NA,NA,NA,NA,NA,NA,65.085,61.553,69.133,NA,NA,NA,NA,1.9375,"Americas","South America",0.282,-0.971,-1.221,1.125,1.292,0.288,0.196,2.128,2.305,0.167,0.833,0,0.833,0,1,0,0.167,0.167,0,0.333,0,0,0,0.081,0.624,-0.15,0.231,NA,-0.416,-1.109,-2.986,0.638,0.858,1.309,-0.215,0.104,NA,NA,NA,NA,0.863,0.452
"ARG","ARGENTINA",1970,-9,0,1322.71454216808,-0.515002466349469,105.226760864258,NA,67.6584396362305,73.6693267822266,95.12735,9.6375609641048,NA,NA,NA,NA,23878327,50.3546333040837,NA,48.0836525009197,0.183779149216649,0.301180697327039,-26425924.3011475,NA,NA,NA,NA,NA,5.58580017089844,NA,65.647,62.165,69.564,NA,NA,NA,NA,1.87777777777778,"Americas","South America",0.282,-0.971,-1.221,1.125,1.292,0.288,0.442,2.128,2.305,0.261,0.833,0.094,0.833,0.094,0.812,0,0.167,0.167,0,0.333,0,0,0,0.092,0.585,-0.589,0.231,NA,-0.107,-1.109,-1.98,0.638,0.858,1.309,-0.215,0.104,NA,NA,NA,NA,0.863,0.481
"ARG","ARGENTINA",1971,-9,0,1372.50746646061,3.76444975126029,106.137718200684,NA,69.4541397094727,75.2126235961914,NA,10.8658823843399,NA,NA,NA,NA,24257208,50.4023257746728,NA,43.1787867210794,0.312886775004762,0.43636922778285,36685562.1337891,NA,NA,NA,NA,NA,NA,NA,65.619,62.21,69.417,NA,NA,NA,NA,1.80769230769231,"Americas","South America",0.282,-0.971,-1.221,1.125,1.292,0.288,0.442,2.128,2.305,0.333,0.833,0.167,0.833,0.167,0.667,0,0.167,0.167,0,0.333,0,0,0,0.094,0.585,-0.589,0.231,NA,-0.107,-1.109,-1.98,0.638,0.858,1.309,-0.215,0.104,NA,NA,NA,NA,0.863,0.481
"ARG","ARGENTINA",1972,-9,0,1409.37097316211,2.68585108659283,105.921112060547,NA,NA,NA,NA,10.984869871837,NA,NA,NA,NA,24644328,50.4570037187866,NA,43.4334758186795,0.359047343543258,0.502356036574644,13203251.8386841,NA,NA,NA,NA,NA,NA,NA,65.953,62.517,69.764,NA,NA,NA,NA,1.82380952380952,"Americas","South America",0.282,-0.971,-1.221,1.125,1.292,0.288,0.442,2.128,2.305,0.333,0.833,0.167,0.833,0.167,0.667,0,0.167,0.167,0,0.333,0,0,0,0.095,0.585,-0.589,0.231,NA,-0.107,-1.109,-1.98,0.638,0.858,1.309,-0.215,0.104,NA,NA,NA,NA,0.863,0.481
"ARG","ARGENTINA",1973,6,1,2097.89945010806,48.8536013623968,105.967742919922,NA,NA,NA,NA,11.9525224881086,NA,NA,NA,NA,25046005,50.5091849977671,NA,44.6950283481664,0.412805282018559,0.576658816124267,67415122.9858398,NA,NA,NA,NA,NA,NA,NA,66.186,62.671,70.087,NA,NA,NA,NA,1.84857142857143,"Americas","South America",0.58,0.195,0.399,1.907,1.292,0.288,0.442,2.128,2.305,0.333,0.532,0.267,0.632,0.167,0.667,0,0.167,0.167,0.201,0.333,0.1,0,0,0.278,0.485,0.079,0.231,0.756,-0.887,-1.109,-0.293,0.638,0.858,1.309,-0.457,0.434,0.872,1.671,0.451,-0.532,1.854,0.255
"ARG","ARGENTINA",1974,6,1,2844.96990526761,35.610403307035,106.928817749023,NA,NA,NA,96.62253,10.2308377488651,NA,NA,NA,NA,25461351,50.5580438367155,NA,46.176359627142,1.65885773770647,1.8513473465424,72233062.7441406,NA,NA,NA,NA,NA,NA,NA,66.405,62.808,70.371,NA,1,NA,NA,1.65918367346939,"Americas","South America",0.685,1.105,0.149,1.907,1.292,0.288,0.442,2.128,2.305,0.167,0.167,0.333,0.333,0.333,0.5,0,0,0.167,0.5,0.5,0.167,0,0,0.326,0.495,0.079,1.023,0.756,-0.887,-1.451,-0.647,0.638,0.858,1.309,-0.72,0.299,0.872,1.671,0.451,-0.532,1.854,0.252
"ARG","ARGENTINA",1975,6,1,2026.68435752865,-28.7625379173207,106.597358703613,NA,75.3107604980469,81.314811706543,96.32775,6.5839104917193,NA,NA,NA,NA,25874107,50.5985887744841,NA,43.2747682872493,2.11889964582298,2.41761839929652,46500366.2109375,NA,NA,NA,NA,NA,NA,NA,66.965,63.367,70.913,NA,NA,NA,NA,2.04195804195804,"Americas","South America",0.577,1.105,-1.35,1.907,1.292,0.288,0.442,2.128,2.884,0.167,0.167,0.333,0.333,0.333,0.5,0,0,0.167,0.5,0.5,0.167,0,0,0.295,0.495,0.079,1.023,0.756,-0.887,-1.451,-0.647,0.638,0.858,1.309,-0.72,0.299,0.872,1.671,0.451,-0.532,1.854,0.252
"ARG","ARGENTINA",1976,-9,0,1946.91990388248,-3.9357117130679,106.326446533203,NA,75.1209106445312,80.9332885742188,NA,8.15217071197931,NA,NA,NA,NA,26282283,50.6314158477024,NA,40.9540839979597,2.35967093826561,2.67110832885348,54314113.6169434,NA,NA,NA,NA,NA,NA,NA,67.03,63.406,70.983,NA,NA,NA,NA,3.78129117259552,"Americas","South America",0.117,-1.344,-2.732,-1.043,-0.376,0.288,0.442,-0.235,2.884,0.295,0.423,0.205,0.719,0.205,0.757,0,0.128,0.167,0.115,0.243,0.038,0,0,0.068,0.652,-0.855,-0.345,0.756,-1.27,-1.682,-1.495,0.29,0.858,1.309,-2.255,-0.484,0.872,1.671,0.451,-0.532,1.854,0.31
"ARG","ARGENTINA",1977,-9,0,2126.48546048047,9.22305823880616,107.213661193848,NA,NA,NA,NA,8.0871421139688,NA,NA,NA,NA,26701805,50.6602175643264,NA,44.1066558208208,1.93385257138462,2.15976492115428,54846054.0771484,NA,NA,NA,NA,NA,NA,NA,67.595,63.944,71.559,NA,NA,NA,NA,4.00860009555662,"Americas","South America",0.033,-2.84,-2.732,-1.043,-0.376,0.288,0.442,-0.235,2.884,0.333,0.667,0.167,0.833,0.167,0.833,0,0.167,0.167,0,0.167,0,0,0,0.049,0.723,-0.855,-0.345,NA,-1.27,-1.682,-2.994,0.29,0.858,1.309,-0.724,-0.484,NA,NA,NA,NA,1.854,0.31
"ARG","ARGENTINA",1978,-9,0,3282.06304446289,54.3421342613517,106.620620727539,NA,NA,NA,NA,7.5044274778029,NA,NA,NA,NA,27132158,50.6828797031183,NA,46.3979525030898,2.19019719332059,2.41643044783543,45893615.7226563,NA,NA,NA,NA,NA,NA,NA,67.999,64.535,71.708,NA,NA,NA,NA,4.71914405808177,"Americas","South America",0.033,-2.84,-2.732,-1.043,-0.376,0.288,0.442,-0.235,2.884,0.333,0.667,0.167,0.833,0.167,0.833,0,0.167,0.167,0,0.167,0,0,0,0.049,0.723,-0.855,-0.345,NA,-1.27,-1.682,-2.994,0.29,0.858,1.309,-0.724,-0.484,NA,NA,NA,NA,1.854,0.31
"ARG","ARGENTINA",1979,-9,0,2511.97332905958,-23.463586925989,106.773086547852,NA,NA,NA,NA,7.79627735939132,NA,NA,NA,NA,27568895,50.6995964364766,NA,48.1755980563708,5.02863549439409,5.42727046114618,68854934.6923828,NA,NA,NA,NA,NA,NA,NA,68.434,65.072,72.001,NA,NA,NA,NA,4.67335625570135,"Americas","South America",0.033,-2.84,-2.732,-1.043,-0.376,0.288,0.122,-0.235,2.884,0.333,0.667,0.167,0.833,0.167,0.833,0,0.167,0.167,0,0.167,0,0,0,0.049,0.723,-0.855,-0.345,NA,-1.27,-1.682,-2.994,0.29,0.858,1.309,-0.724,-0.484,NA,NA,NA,NA,1.854,0.31
"ARG","ARGENTINA",1980,-9,0,2747.5022751674,9.37625186474397,106.572631835938,NA,NA,NA,NA,6.35350500487903,NA,NA,NA,NA,28011596,50.7138400825144,NA,52.4268325075777,5.84241226408529,6.3109329235752,101597793.579102,93.9100036621094,94.2600021362305,93.5800018310547,NA,NA,NA,NA,68.576,65.282,72.047,NA,1,NA,NA,3.09895833333333,"Americas","South America",0.033,-2.84,-2.732,-1.043,-0.376,0.288,-0.962,-0.235,2.884,0.333,0.833,0.167,1,0.167,0.833,0,0.167,0.167,0,0.167,0,0,0,0.05,0.718,-0.855,-0.345,NA,-1.27,-1.682,-2.994,0.29,0.858,1.309,-0.724,-0.28,NA,NA,NA,NA,1.854,0.31
"ARG","ARGENTINA",1981,-8,0,2764.08641421079,0.603607836589665,107.081596374512,NA,NA,NA,NA,6.47552296063439,NA,NA,NA,NA,28463959,50.7280452448656,NA,53.1862535979657,4.79626652315171,5.15070531952354,94028701.7822266,NA,NA,NA,NA,NA,NA,NA,68.858,65.455,72.436,NA,NA,NA,NA,3.46534653465347,"Americas","South America",0.033,-2.84,-2.732,-1.043,-0.376,0.288,-1.868,-0.235,2.884,0.333,0.833,0.167,1,0.167,0.833,0,0.167,0.167,0,0.167,0,0,0,0.05,0.718,-0.855,-0.345,NA,-1.27,-1.682,-2.994,0.29,0.858,1.309,-0.724,-0.28,NA,NA,NA,NA,1.854,0.31
"ARG","ARGENTINA",1982,-8,0,2914.76708504176,5.45137337444614,107.572708129883,NA,NA,NA,NA,9.59615604621897,NA,NA,NA,NA,28924262,50.742509895067,NA,49.3009953094612,2.64858284193801,2.91715510466177,82208663.9404297,NA,NA,NA,NA,NA,NA,NA,68.973,65.559,72.557,NA,1,NA,NA,2.70455793520044,"Americas","South America",0.099,-1.922,-1.962,-1.043,-0.376,0.288,-1.637,-0.235,2.884,0.333,0.833,0.167,1,0.167,0.833,0,0.167,0.167,0,0.167,0,0,0,0.051,0.718,-0.855,-0.345,NA,-1.27,-1.682,-2.994,0.29,0.858,1.309,-0.724,-0.28,NA,NA,NA,NA,1.854,0.31
"ARG","ARGENTINA",1983,8,1,3537.7473459832,21.373243307793,NA,NA,NA,NA,NA,8.65832496118367,NA,NA,NA,NA,29391332,50.7523935712613,NA,49.7853685268061,2.93199669852781,3.27353016254466,95149902.34375,NA,NA,NA,NA,NA,NA,NA,69.29,66.002,72.706,NA,NA,NA,NA,2.73881278538813,"Americas","South America",0.262,-0.357,-1.912,-1.043,-0.184,1.268,-1.637,-0.235,1.393,0.333,0.748,0.223,0.943,0.195,0.777,0,0.138,0.167,0.057,0.252,0.028,0.057,0,0.21,0.33,1.083,1.546,0.72,0.562,1.477,0.048,0.729,0.858,1.445,-0.347,-0.009,0.38,1.685,0.05,0.623,1.854,0.197
"ARG","ARGENTINA",1984,8,1,3915.03492645691,10.6646276168389,106.792488098145,NA,NA,NA,NA,8.3459768371011,NA,NA,NA,NA,29863093,50.7578267261198,NA,51.9458352298589,3.68570761843442,4.11858427984105,90436225.8911133,NA,NA,NA,NA,NA,NA,NA,69.353,66.054,72.778,NA,NA,NA,NA,2.16203914428767,"Americas","South America",0.939,2.269,2.464,1.602,2.384,1.268,-1.371,2.477,1.393,0.167,0,0.833,0.333,0.333,0.167,0,0,0.167,0.5,0.833,0.167,0.333,0,0.677,0.237,1.083,1.546,0.72,1.231,1.477,2.323,0.611,-0.267,1.376,0.661,0.779,0.38,1.685,0.156,0.623,1.854,0.201
"ARG","ARGENTINA",1985,8,1,2905.77565536137,-25.7790617466832,107.549728393555,NA,NA,NA,NA,7.63430725730443,NA,NA,NA,NA,30336441,50.7635289188999,NA,53.0895381715363,3.00657445804799,3.36451641029919,110254280.090332,NA,NA,NA,NA,NA,NA,NA,69.879,66.474,73.402,NA,NA,NA,NA,2.29971724787936,"Americas","South America",0.939,2.269,2.464,1.602,2.384,1.268,-1.371,2.477,1.393,0.167,0,0.833,0.333,0.333,0.167,0,0,0.167,0.5,0.833,0.167,0.333,0,0.677,0.237,1.083,1.546,0.309,1.231,1.477,2.323,0.611,-0.267,1.376,0.661,0.779,0.38,1.685,0.156,0.623,1.854,0.206
"ARG","ARGENTINA",1986,8,1,3436.07819471053,18.2499477676714,109.186721801758,NA,NA,NA,NA,7.80040264019792,NA,NA,NA,NA,30811980,50.7691082894021,NA,54.8191624683246,0.97146283280127,1.24913613407026,154378723.144531,NA,NA,NA,NA,NA,NA,NA,70.281,66.852,73.81,NA,NA,NA,NA,2.31367874921125,"Americas","South America",0.939,2.269,2.464,1.602,2.384,1.268,-1.371,2.477,1.393,0.167,0,0.833,0.333,0.333,0.167,0,0,0.167,0.5,0.833,0.167,0.333,0,0.675,0.237,1.083,1.546,0.309,1.231,1.477,2.323,0.611,-0.267,1.376,0.661,0.779,0.38,1.685,0.156,0.623,1.854,0.234
"ARG","ARGENTINA",1987,8,1,3477.30131979313,1.19971440539562,109.791351318359,NA,NA,NA,95.45755,8.09435846444628,NA,NA,NA,NA,31291762,50.7728967131988,NA,54.0769662656489,1.54851052425753,1.8064671567475,145219039.916992,NA,NA,NA,NA,NA,NA,NA,70.699,67.256,74.219,NA,1,NA,NA,2.2843868799904,"Americas","South America",0.939,2.269,2.464,1.602,2.384,1.268,-1.371,2.477,1.393,0.167,0,0.833,0.333,0.333,0.167,0,0,0.167,0.5,0.833,0.167,0.333,0,0.675,0.247,1.083,1.546,0.276,1.231,1.477,2.323,0.611,-0.267,1.376,0.661,0.779,0.38,1.685,0.156,0.623,1.33,0.284
"ARG","ARGENTINA",1988,8,1,3992.70330179156,14.8218959071713,110.074310302734,NA,NA,NA,NA,8.97786821775225,NA,NA,NA,NA,31780532,50.7748690542647,NA,52.5355207001495,1.07039410413757,1.48517881481193,242313095.092773,NA,NA,NA,NA,NA,NA,NA,71.097,67.632,74.623,NA,1,NA,NA,2.12493922313663,"Americas","South America",0.939,2.269,2.464,1.602,2.384,1.268,-1.371,2.477,1.393,0.167,0,0.833,0.333,0.333,0.167,0,0,0.167,0.5,0.833,0.167,0.333,0,0.675,0.245,1.083,1.546,0.276,1.231,1.477,2.323,0.611,-0.267,1.376,0.661,0.779,0.38,1.685,0.156,0.623,1.33,0.283
"ARG","ARGENTINA",1989,7,1,2374.57321551641,-40.5271808087789,NA,NA,NA,NA,NA,9.61606509643166,NA,NA,NA,NA,32270948,50.7756140290642,NA,48.0360922412516,2.73924507290797,3.54375457141287,350846435.546875,NA,NA,NA,NA,NA,NA,NA,71.502,68.008,75.039,NA,NA,NA,NA,1.88036559239223,"Americas","South America",0.939,2.269,2.464,1.602,2.384,1.268,-1.371,2.477,1.393,0.167,0,0.833,0.333,0.333,0.167,0,0,0.167,0.5,0.833,0.167,0.333,0,0.672,0.327,1.083,1.546,0.278,-0.448,-0.58,2.323,0.611,-0.267,1.376,0.661,0.779,0.38,1.685,0.467,0.623,1.33,0.275
"ARG","ARGENTINA",1990,7,1,4315.33403111588,81.7309318119889,107.306182861328,NA,NA,NA,NA,8.12367620787488,NA,NA,0,4.83851314669697,32755901,50.7724150222581,90.6408233642578,55.8544476443929,2.18272104761879,2.54133379153863,259850067.138672,NA,NA,NA,NA,NA,4.5942997932,NA,71.615,68.347,74.878,NA,NA,NA,NA,1.45090921225786,"Americas","South America",0.939,2.269,2.464,1.602,2.384,1.268,-1.66,2.477,1.393,0.167,0.167,1,0.667,0.333,0.167,0,0,0.333,0.667,0.833,0.167,0.167,0,0.622,0.527,-0.225,1.546,0.278,-2.148,-0.776,0.496,0.507,-0.637,1.177,-0.629,0.212,0.217,1.685,0.165,0.623,0.234,0.512
"ARG","ARGENTINA",1991,7,1,5709.24784079504,32.3014116550026,108.608459472656,NA,NA,NA,96.1759,6.71649176009431,NA,NA,NA,5.00823654744009,33230294,50.7660359550234,91.1236724853516,60.5611985052019,0.893993392718008,1.11216953670952,401638793.945313,96.0400009155273,96.1699981689453,95.9199981689453,NA,NA,NA,NA,72.02,68.681,75.344,NA,1,NA,NA,1.50692655529635,"Americas","South America",0.939,2.269,2.464,1.602,2.384,1.268,-2.49,2.477,1.393,0.167,0.167,1,0.667,0.333,0.167,0,0,0.333,0.667,0.833,0.167,0.167,0,0.632,0.512,-0.225,1.546,-0.126,-2.148,-0.776,0.91,0.507,-0.637,1.177,-0.629,0.212,0.217,1.685,0.458,0.623,0.234,0.525
"ARG","ARGENTINA",1992,7,1,6789.99611136495,18.9297837597362,NA,NA,NA,NA,NA,5.99078709147934,NA,NA,0.00299,5.54792213441138,33693527,50.7609191522158,91.6060180664063,63.3252164422299,0.911490169536768,1.09688763068098,360497131.347656,NA,NA,NA,NA,NA,NA,NA,72.096,68.691,75.496,NA,1,NA,NA,1.42122223348777,"Americas","South America",0.939,2.269,2.464,1.602,2.384,1.268,-2.49,2.477,1.393,0.167,0.167,1,0.667,0.333,0.167,0,0,0.333,0.667,0.833,0.167,0.167,0,0.635,0.516,-0.225,1.546,-0.126,-2.148,-0.776,0.91,0.507,-0.637,1.177,-0.629,0.212,0.217,1.685,0.458,0.623,0.234,0.544
"ARG","ARGENTINA",1993,7,1,6931.85596375876,2.08924791807123,NA,NA,NA,NA,NA,5.13682648211779,NA,NA,0.0295,8.01513800555669,34152717,50.7568827029745,92.0853042602539,61.056897614085,0.90189290799156,1.09534038350252,374331054.6875,NA,NA,NA,NA,NA,4.5999999046,NA,72.303,68.892,75.707,NA,1,NA,NA,1.42280290057293,"Americas","South America",0.939,2.269,2.464,1.602,2.384,1.268,-2.49,2.477,1.393,0.167,0.167,1,0.667,0.333,0.167,0,0,0.333,0.667,0.833,0.167,0.167,0,0.635,0.515,-0.225,1.546,-0.086,-2.148,-0.776,0.91,0.507,-0.637,1.177,-0.629,0.212,0.217,1.685,0.458,0.623,0.234,0.54
"ARG","ARGENTINA",1994,7,1,7437.56242327594,7.29539768513834,111.172019958496,NA,NA,NA,NA,5.08266800031075,NA,NA,0.0437,8.12643722809198,34613491,50.7477459945388,92.5584716796875,61.5907929226228,0.882210245002207,1.03761625538356,241025207.519531,NA,NA,NA,NA,NA,NA,NA,72.732,69.501,75.909,NA,1,NA,NA,1.45703853325047,"Americas","South America",0.939,2.269,2.464,1.602,2.384,1.268,-2.49,2.477,1.393,0.167,0.167,1,0.667,0.333,0.167,0,0,0.333,0.667,0.833,0.167,0.167,0,0.641,0.505,-0.225,1.546,0.77,-2.148,-0.776,0.91,0.507,-0.637,1.177,-0.629,0.212,0.217,1.685,0.458,0.623,0.234,0.461
"ARG","ARGENTINA",1995,7,1,7357.6162773788,-1.07489714166227,NA,NA,NA,NA,NA,5.351464616273,NA,NA,0.0863,8.05435765172309,35070020,50.7366348807329,93.0224609375,62.263779670525,1.11368338221007,1.29807343639538,173096984.863281,NA,NA,NA,NA,NA,NA,NA,72.864,69.521,76.17,NA,1,NA,NA,1.47307310721151,"Americas","South America",0.939,2.269,2.464,1.602,2.384,1.268,-2.49,2.477,1.393,0.167,0.167,1,0.667,0.333,0.167,0,0,0.333,0.667,0.833,0.167,0.167,0,0.646,0.502,-0.225,1.546,-0.115,-2.148,-0.776,0.91,0.507,-0.637,1.177,-0.629,0.087,0.217,1.685,0.458,1.089,0.234,0.497
"ARG","ARGENTINA",1996,7,1,7663.21271287469,4.15347068907976,111.643989562988,NA,90.2013626098633,94.2097778320312,NA,5.61086611323361,NA,NA,0.142,8.17178777492906,35513793,50.7290885749401,93.4742126464844,61.3509955456509,1.42093287722449,1.59598410207505,160315536.499023,NA,NA,NA,NA,NA,3.2899999619,NA,73.056,69.656,76.433,NA,1,NA,NA,1.24122726437626,"Americas","South America",0.939,2.269,2.464,1.602,2.384,1.268,-2.49,2.477,1.393,0.167,0.167,1,0.667,0.333,0.167,0,0,0.333,0.667,0.833,0.167,0.167,0,0.637,0.506,-0.225,1.546,-0.115,-2.148,-0.776,0.91,0.507,-0.637,1.177,-0.629,0.087,0.217,1.685,0.458,1.089,0.234,0.532
"ARG","ARGENTINA",1997,7,1,8146.78710021431,6.31033491380429,108.679977416992,NA,89.1708221435547,94.2892990112305,100,5.22197210944516,NA,NA,0.28,8.69008635554994,35947791,50.7235020164799,93.9106750488281,60.8492831021072,1.27158678591403,1.42473252510187,136203903.198242,NA,NA,NA,NA,NA,NA,NA,73.407,69.95,76.838,NA,1,NA,NA,1.14013911131295,"Americas","South America",0.939,2.269,2.464,1.602,2.384,1.268,-2.49,2.477,1.393,0.167,0.167,1,0.667,0.333,0.167,0,0,0.333,0.667,0.833,0.167,0.167,0,0.638,0.507,-0.225,1.546,-0.087,-2.148,-0.776,0.91,0.507,-0.637,1.177,-0.629,0.087,0.217,1.685,0.458,1.089,0.234,0.529
"ARG","ARGENTINA",1998,7,1,8218.99212764682,0.886300655022761,113.214256286621,NA,98.4460906982422,103.562942504883,99.31647,5.25272256987622,NA,NA,0.831,9.03052618638845,36372860,50.719410021648,94.3287734985352,61.5396856144834,0.67625546126761,0.821860211536179,98439369.2016602,NA,NA,NA,NA,NA,NA,NA,73.412,69.935,76.876,NA,1,NA,NA,1.13631802186333,"Americas","South America",0.939,2.269,2.464,1.602,2.384,1.268,-2.49,2.477,1.393,0.167,0.167,1,0.667,0.333,0.167,0,0,0.333,0.667,0.833,0.167,0.167,0,0.639,0.499,-0.225,1.546,-0.087,-2.148,-0.776,0.91,0.507,-0.637,1.177,-0.489,0.087,0.217,1.685,0.458,1.089,0.234,0.52
