"","countrycode","country","year","polity5","democracy","gdppc","enrol_gross","primcomp","primcom_male","primcom_fem","enrol_net","agri","slums","telephone","internet","tax","pop","pop_fem","electricity","service","oil","natural","literacy","lit_male","lit_fem","infant","health_ex","hospital","tuberculosis","life","life_male","life_female","unemploy","urban","attend","prenatal","military","un_continent_name","un_region_name"
"1","ARG","ARGENTINA",1960,5,1,778.251706763404,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20386045,49.9141839429865,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.35225057601929,NA,64.242,61.202,67.789,NA,NA,NA,NA,1.55,"Americas","South America"
"2","ARG","ARGENTINA",1961,5,1,971.338043308372,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20726276,49.9721705915718,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64.631,61.526,68.236,NA,NA,NA,NA,2.14,"Americas","South America"
"3","ARG","ARGENTINA",1962,5,0,870.217490905403,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21072538,50.0160303424296,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64.618,61.474,68.282,NA,NA,NA,NA,2.66,"Americas","South America"
"4","ARG","ARGENTINA",1963,6,1,852.972425139433,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21421705,50.0597501459384,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64.855,61.65,68.575,NA,NA,NA,NA,1.68,"Americas","South America"
"5","ARG","ARGENTINA",1964,6,1,1176.20086190313,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21769453,50.1034844511948,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64.816,61.609,68.537,NA,NA,NA,NA,1.15,"Americas","South America"
"6","ARG","ARGENTINA",1965,6,1,1281.83337976859,NA,NA,NA,NA,NA,12.9041629886915,NA,NA,NA,NA,22112629,50.1463326614699,NA,38.6813582857261,NA,NA,NA,NA,NA,NA,NA,NA,NA,65.053,61.783,68.819,NA,NA,NA,NA,1.07,"Americas","South America"
"7","ARG","ARGENTINA",1966,-9,0,1275.07843418966,NA,NA,NA,NA,NA,10.2787574725073,NA,NA,NA,NA,22453893,50.1862839635997,NA,40.1170927423721,NA,NA,NA,NA,NA,NA,NA,NA,NA,65.398,62.157,69.095,NA,NA,NA,NA,1.168,"Americas","South America"
"8","ARG","ARGENTINA",1967,-9,0,1063.93283833587,NA,NA,NA,NA,NA,9.98038631665412,NA,NA,NA,NA,22799059,50.2254895695476,NA,42.6362011624409,NA,NA,NA,NA,NA,NA,NA,NA,NA,65.467,62.126,69.288,NA,NA,NA,NA,1.4,"Americas","South America"
"9","ARG","ARGENTINA",1968,-9,0,1141.95211617341,NA,NA,NA,NA,NA,9.72127698537181,NA,NA,NA,NA,23150583,50.2675267284834,NA,43.2426585257493,NA,NA,NA,NA,NA,NA,NA,NA,NA,65.234,61.779,69.193,NA,NA,NA,NA,1.68571428571429,"Americas","South America"
"10","ARG","ARGENTINA",1969,-9,0,1329.56181832409,NA,NA,NA,NA,NA,9.18580964838541,NA,NA,NA,NA,23508711,50.3123714439299,NA,43.4271542070252,NA,NA,NA,NA,NA,NA,NA,NA,NA,65.085,61.553,69.133,NA,NA,NA,NA,1.9375,"Americas","South America"
"11","ARG","ARGENTINA",1970,-9,0,1322.71454216808,105.769477844238,NA,66.8884124755859,73.1060562133789,95.12735,9.6375609641048,NA,NA,NA,NA,23878327,50.3546333040837,NA,48.0836525009197,0.183779149216649,0.301180697327039,NA,NA,NA,NA,NA,5.58580017089844,NA,65.647,62.165,69.564,NA,NA,NA,NA,1.87777777777778,"Americas","South America"
"12","ARG","ARGENTINA",1971,-9,0,1372.50746646061,106.752098083496,NA,69.0968170166016,75.0981597900391,NA,10.8658823843399,NA,NA,NA,NA,24257208,50.4023257746728,NA,43.1787867210794,0.312886775004762,0.43636922778285,NA,NA,NA,NA,NA,NA,NA,65.619,62.21,69.417,NA,NA,NA,NA,1.80769230769231,"Americas","South America"
"13","ARG","ARGENTINA",1972,-9,0,1409.37097316211,106.286819458008,NA,NA,NA,NA,10.984869871837,NA,NA,NA,NA,24644328,50.4570037187866,NA,43.4334758186795,0.359047343543258,0.502356036574644,NA,NA,NA,NA,NA,NA,NA,65.953,62.517,69.764,NA,NA,NA,NA,1.82380952380952,"Americas","South America"
"14","ARG","ARGENTINA",1973,6,1,2097.89945010806,105.710746765137,NA,NA,NA,NA,11.9525224881086,NA,NA,NA,NA,25046005,50.5091849977671,NA,44.6950283481664,0.412805282018559,0.576658816124267,NA,NA,NA,NA,NA,NA,NA,66.186,62.671,70.087,NA,NA,NA,NA,1.84857142857143,"Americas","South America"
"15","ARG","ARGENTINA",1974,6,1,2844.96990526761,106.127319335938,NA,NA,NA,96.62253,10.2308377488651,NA,NA,NA,NA,25461351,50.5580438367155,NA,46.176359627142,1.65885773770647,1.8513473465424,NA,NA,NA,NA,NA,NA,NA,66.405,62.808,70.371,NA,1,NA,NA,1.65918367346939,"Americas","South America"
"16","ARG","ARGENTINA",1975,6,1,2026.68435752865,105.472259521484,NA,75.3161163330078,81.6728286743164,96.32775,6.5839104917193,NA,NA,NA,NA,25874107,50.5985887744841,NA,43.2747682872493,2.11889964582298,2.41761839929652,NA,NA,NA,NA,NA,NA,NA,66.965,63.367,70.913,NA,NA,NA,NA,2.04195804195804,"Americas","South America"
"17","ARG","ARGENTINA",1976,-9,0,1946.91990388248,105.146507263184,NA,74.8862075805664,81.0571594238281,NA,8.15217071197931,NA,NA,NA,NA,26282283,50.6314158477024,NA,40.9540839979597,2.35967093826561,2.67110832885348,NA,NA,NA,NA,NA,NA,NA,67.03,63.406,70.983,NA,NA,NA,NA,3.78129117259552,"Americas","South America"
"18","ARG","ARGENTINA",1977,-9,0,2126.48546048047,105.946830749512,NA,NA,NA,NA,8.0871421139688,NA,NA,NA,NA,26701805,50.6602175643264,NA,44.1066558208208,1.93385257138462,2.15976492115428,NA,NA,NA,NA,NA,NA,NA,67.595,63.944,71.559,NA,NA,NA,NA,4.00860009555662,"Americas","South America"
"19","ARG","ARGENTINA",1978,-9,0,3282.06304446289,105.351020812988,NA,NA,NA,NA,7.5044274778029,NA,NA,NA,NA,27132158,50.6828797031183,NA,46.3979525030898,2.19019719332059,2.41643044783543,NA,NA,NA,NA,NA,NA,NA,67.999,64.535,71.708,NA,NA,NA,NA,4.71914405808177,"Americas","South America"
"20","ARG","ARGENTINA",1979,-9,0,2511.97332905958,105.662490844727,NA,NA,NA,NA,7.79627735939132,NA,NA,NA,NA,27568895,50.6995964364766,NA,48.1755980563708,5.02863549439409,5.42727046114618,NA,NA,NA,NA,NA,NA,NA,68.434,65.072,72.001,NA,NA,NA,NA,4.67335625570135,"Americas","South America"
"21","ARG","ARGENTINA",1980,-9,0,2747.5022751674,105.670288085938,NA,NA,NA,NA,6.35350500487903,NA,NA,NA,NA,28011596,50.7138400825144,NA,52.4268325075777,5.84241226408529,6.3109329235752,94,94,94,NA,NA,NA,NA,68.576,65.282,72.047,NA,1,NA,NA,3.09895833333333,"Americas","South America"
"22","ARG","ARGENTINA",1981,-8,0,2764.08641421079,106.280616760254,NA,NA,NA,NA,6.47552296063439,NA,NA,NA,NA,28463959,50.7280452448656,NA,53.1862535979657,4.79626652315171,5.15070531952354,NA,NA,NA,NA,NA,NA,NA,68.858,65.455,72.436,NA,NA,NA,NA,3.46534653465347,"Americas","South America"
"23","ARG","ARGENTINA",1982,-8,0,2914.76708504176,106.743217468262,NA,NA,NA,NA,9.59615604621897,NA,NA,NA,NA,28924262,50.742509895067,NA,49.3009953094612,2.64858284193801,2.91715510466177,NA,NA,NA,NA,NA,NA,NA,68.973,65.559,72.557,NA,1,NA,NA,2.70455793520044,"Americas","South America"
"24","ARG","ARGENTINA",1983,8,1,3537.7473459832,NA,NA,NA,NA,NA,8.65832496118367,NA,NA,NA,NA,29391332,50.7523935712613,NA,49.7853685268061,2.93199669852781,3.27353016254466,NA,NA,NA,NA,NA,NA,NA,69.29,66.002,72.706,NA,NA,NA,NA,2.73881278538813,"Americas","South America"
"25","ARG","ARGENTINA",1984,8,1,3915.03492645691,106.12474822998,NA,NA,NA,NA,8.3459768371011,NA,NA,NA,NA,29863093,50.7578267261198,NA,51.9458352298589,3.68570761843442,4.11858427984105,NA,NA,NA,NA,NA,NA,NA,69.353,66.054,72.778,NA,NA,NA,NA,2.16203914428767,"Americas","South America"
"26","ARG","ARGENTINA",1985,8,1,2905.77565536137,107.035743713379,NA,NA,NA,NA,7.63430725730443,NA,NA,NA,NA,30336441,50.7635289188999,NA,53.0895381715363,3.00657445804799,3.36451641029919,NA,NA,NA,NA,NA,NA,NA,69.879,66.474,73.402,NA,NA,NA,NA,2.29971724787936,"Americas","South America"
"27","ARG","ARGENTINA",1986,8,1,3436.07819471053,108.8759765625,NA,NA,NA,NA,7.80040264019792,NA,NA,NA,NA,30811980,50.7691082894021,NA,54.8191624683246,0.97146283280127,1.24913613407026,NA,NA,NA,NA,NA,NA,NA,70.281,66.852,73.81,NA,NA,NA,NA,2.31367874921125,"Americas","South America"
"28","ARG","ARGENTINA",1987,8,1,3477.30131979313,109.750389099121,NA,NA,NA,95.45755,8.09435846444628,NA,NA,NA,NA,31291762,50.7728967131988,NA,54.0769662656489,1.54851052425753,1.8064671567475,NA,NA,NA,NA,NA,NA,NA,70.699,67.256,74.219,NA,1,NA,NA,2.2843868799904,"Americas","South America"
"29","ARG","ARGENTINA",1988,8,1,3992.70330179156,110.309837341309,NA,NA,NA,NA,8.97786821775225,NA,NA,NA,NA,31780532,50.7748690542647,NA,52.5355207001495,1.07039410413757,1.48517881481193,NA,NA,NA,NA,NA,NA,NA,71.097,67.632,74.623,NA,1,NA,NA,2.12493922313663,"Americas","South America"
"30","ARG","ARGENTINA",1989,7,1,2374.57321551641,NA,NA,NA,NA,NA,9.61606509643166,NA,NA,NA,NA,32270948,50.7756140290642,NA,48.0360922412516,2.73924507290797,3.54375457141287,NA,NA,NA,NA,NA,NA,NA,71.502,68.008,75.039,NA,NA,NA,NA,1.88036559239223,"Americas","South America"
"31","ARG","ARGENTINA",1990,7,1,4315.33403111588,107.92359161377,NA,NA,NA,NA,8.12367620787488,NA,NA,0,4.83851314669697,32755901,50.7724150222581,90.6408233642578,55.8544476443929,2.18272104761879,2.54133379153863,NA,NA,NA,NA,NA,4.5942997932,NA,71.615,68.347,74.878,NA,NA,NA,NA,1.45090921225786,"Americas","South America"
"32","ARG","ARGENTINA",1991,7,1,5709.24784079504,109.312889099121,NA,NA,NA,96.1759,6.71649176009431,NA,NA,NA,5.00823654744009,33230294,50.7660359550234,91.1236724853516,60.5611985052019,0.893993392718008,1.11216953670952,96,96,96,NA,NA,NA,NA,72.02,68.681,75.344,NA,1,NA,NA,1.50692655529635,"Americas","South America"
"33","ARG","ARGENTINA",1992,7,1,6789.99611136495,NA,NA,NA,NA,NA,5.99078709147934,NA,NA,0.00299,5.54792213441138,33693527,50.7609191522158,91.6060180664063,63.3252164422299,0.911490169536768,1.09688763068098,NA,NA,NA,NA,NA,NA,NA,72.096,68.691,75.496,NA,1,NA,NA,1.42122223348777,"Americas","South America"
"34","ARG","ARGENTINA",1993,7,1,6931.85596375876,NA,NA,NA,NA,NA,5.13682648211779,NA,NA,0.0295,8.01513800555669,34152717,50.7568827029745,92.0853042602539,61.056897614085,0.90189290799156,1.09534038350252,NA,NA,NA,NA,NA,4.5999999046,NA,72.303,68.892,75.707,NA,1,NA,NA,1.42280290057293,"Americas","South America"
"35","ARG","ARGENTINA",1994,7,1,7437.56242327594,111.734931945801,NA,NA,NA,NA,5.08266800031075,NA,NA,0.0437,8.12643722809198,34613491,50.7477459945388,92.5584716796875,61.5907929226228,0.882210245002207,1.03761625538356,NA,NA,NA,NA,NA,NA,NA,72.732,69.501,75.909,NA,1,NA,NA,1.45703853325047,"Americas","South America"
"36","ARG","ARGENTINA",1995,7,1,7357.6162773788,NA,NA,NA,NA,NA,5.351464616273,NA,NA,0.0863,8.05435765172309,35070020,50.7366348807329,93.0224609375,62.263779670525,1.11368338221007,1.29807343639538,NA,NA,NA,NA,NA,NA,NA,72.864,69.521,76.17,NA,1,NA,NA,1.47307310721151,"Americas","South America"
"37","ARG","ARGENTINA",1996,7,1,7663.21271287469,112.24089050293,NA,90.6620712280273,94.6956024169922,NA,5.61086611323361,NA,NA,0.142,8.17178777492906,35513793,50.7290885749401,93.4742126464844,61.3509955456509,1.42093287722449,1.59598410207505,NA,NA,NA,NA,NA,3.2899999619,NA,73.056,69.656,76.433,NA,1,NA,NA,1.24122726437626,"Americas","South America"
"38","ARG","ARGENTINA",1997,7,1,8146.78710021431,109.283897399902,NA,89.8464889526367,94.9833297729492,100,5.22197210944516,NA,NA,0.28,8.69008635554994,35947791,50.7235020164799,93.9106750488281,60.8492831021072,1.27158678591403,1.42473252510187,NA,NA,NA,NA,NA,NA,NA,73.407,69.95,76.838,NA,1,NA,NA,1.14013911131295,"Americas","South America"
"39","ARG","ARGENTINA",1998,7,1,8218.99212764682,113.895248413086,NA,98.7834091186523,103.833137512207,99.31647,5.25272256987622,NA,NA,0.831,9.03052618638845,36372860,50.719410021648,94.3287734985352,61.5396856144834,0.67625546126761,0.821860211536179,NA,NA,NA,NA,NA,NA,NA,73.412,69.935,76.876,NA,1,NA,NA,1.13631802186333,"Americas","South America"
"40","ARG","ARGENTINA",1999,8,1,7705.54288252851,116.60075378418,NA,98.1437072753906,100.894821166992,99.16485,4.45782610229152,NA,NA,3.28,9.07612433559182,36794682,50.7138939263016,94.7254638671875,63.4877305192171,1.18222911614852,1.4005641030747,NA,NA,NA,NA,NA,NA,NA,73.683,70.263,77.075,NA,1,NA,NA,1.22035954754993,"Americas","South America"
"41","ARG","ARGENTINA",2000,8,1,7637.01489203628,117.281173706055,NA,98.5594024658203,100.942520141602,98.92861,4.67991094417297,20.29188,NA,7.04,9.62260350188905,37213984,50.707244889448,95.0992050170898,63.469313441501,2.03921231896402,2.36414526373118,NA,NA,NA,NA,8.22001076,4.1,37,73.91,70.498,77.288,NA,1,NA,NA,1.14882267666887,"Americas","South America"
"42","ARG","ARGENTINA",2001,8,1,7141.47507662826,117.307037353516,NA,97.9094161987305,100.522903442383,99.0026,4.56858960891786,NA,NA,9.78,9.32489879390056,37624825,50.7032138833014,95.5110634674458,65.0812573281962,1.57828961704899,1.91854085449722,97,97,97,NA,8.37179852,NA,35,74.154,70.637,77.642,NA,1,NA,NA,1.18423354187058,"Americas","South America"
"43","ARG","ARGENTINA",2002,8,1,2569.69963519124,117.299240112305,NA,100.526481628418,103.205833435059,98.95948,10.2066467144411,19.56624,NA,10.9,9.81895834666325,38029349,50.7013228125467,95.7975082397461,54.7764456459146,4.58801102253871,5.63090239331634,NA,NA,NA,NA,7.3933115,NA,35,74.312,70.704,77.911,NA,1,NA,NA,1.09188047859748,"Americas","South America"
"44","ARG","ARGENTINA",2003,8,1,3320.47775133903,114.676582336426,NA,98.4101867675781,100.646942138672,98.87379,10.328166939117,NA,NA,11.9,12.5187797002949,38424282,50.6983891071797,96.1342086791992,51.0316942508769,3.79526357487009,4.54405237920157,NA,NA,NA,NA,6.89451647,NA,33,74.307,70.796,77.808,NA,1,NA,NA,1.06089505704838,"Americas","South America"
"45","ARG","ARGENTINA",2004,8,1,4242.02099089422,115.667877197266,NA,96.8085174560547,98.8051834106445,98.57855,8.36248661002826,18.84059,NA,16,13.1007798994386,38815916,50.6906458343182,96.4706802368164,47.8369882937827,3.62815045579444,4.29522015828479,NA,NA,NA,NA,7.22868252,NA,34,74.871,71.5,78.177,12.4741871577,1,NA,NA,0.883295358833529,"Americas","South America"
"46","ARG","ARGENTINA",2005,8,1,5067.65342293276,114.744766235352,NA,93.9388427734375,95.7585906982422,98.81425,7.93875427420938,NA,NA,17.7,13.1031756459852,39216789,50.6793034310049,96.8129959106445,48.4861459282405,4.36083044381745,5.18727382834912,NA,NA,NA,NA,7.61078882,4,31,75.231,71.767,78.632,10.4219424653,1,NA,NA,0.847154783885961,"Americas","South America"
"47","ARG","ARGENTINA",2006,8,1,5869.38028970204,116.316131591797,NA,95.0608520507812,96.6716003417969,98.85437,6.93557229126392,18.11494,NA,20.9,12.8788866954319,39622115,50.6643713828913,97.1672210693359,48.7491333682456,4.49089064691066,5.77560944191323,NA,NA,NA,NA,7.64032793,NA,28,75.279,72.021,78.437,9.23931284783,1,NA,NA,0.788233877461469,"Americas","South America"
"48","ARG","ARGENTINA",2007,8,1,7185.25155147027,117.350616455078,NA,97.8433609008789,99.4710311889648,99.13952,7.45235394606923,NA,NA,25.9,12.4482684483004,40016763,50.6449959483229,97.5394134521484,49.5083307772744,3.70577772027876,4.83861569507875,NA,NA,NA,NA,7.83455086,NA,30,74.783,71.574,77.925,7.32218500532,1,NA,NA,0.792548175031362,"Americas","South America"
"49","ARG","ARGENTINA",2008,8,1,8944.1102657357,118.43701171875,NA,101.749870300293,103.054336547852,99.13278,7.3189545972436,17.3893,NA,28.1,13.3178463574032,40424148,50.6241739467212,97.9341278076172,50.2551922042782,4.03900096602208,4.94937994883837,NA,NA,NA,NA,8.1826973,NA,26,75.428,72.192,78.577,7.5031769989,1,NA,NA,0.762756475390461,"Americas","South America"
"50","ARG","ARGENTINA",2009,8,1,8150.23527028221,118.401557922363,NA,102.558662414551,103.559028625488,99.09709,5.2736234689014,NA,NA,34,12.3830415594157,40854831,50.602359623085,98.3633651733398,53.3060010032753,2.12453488071178,3.09834695426024,NA,NA,NA,NA,9.45599556,NA,22,75.577,72.449,78.593,8.54142446168,1,NA,NA,0.886508576686385,"Americas","South America"
"51","ARG","ARGENTINA",2010,8,1,10260.1313108254,118.234718322754,NA,103.101448059082,103.731307983398,98.7319,7.13216745078964,16.66365,NA,45,12.8530426903255,41288694,50.5797446632727,98.82,51.4951802052167,2.30522041977185,3.25709519384359,NA,NA,NA,NA,9.44546413,4.5,21,75.68,72.542,78.732,7.38070544732,1,NA,NA,0.814878118220695,"Americas","South America"
"52","ARG","ARGENTINA",2011,8,1,12704.2831819684,117.463752746582,NA,102.923759460449,103.920051574707,98.91685,6.99873377022519,NA,NA,51,12.6636277012315,41730660,50.5599731573866,99.2161636352539,51.8119007511102,2.74533146547491,3.88650404225898,NA,NA,NA,NA,9.41819859,4.41,27,76.1,72.739,79.402,7.19399755352,1,NA,NA,0.764287095310235,"Americas","South America"
"53","ARG","ARGENTINA",2012,8,1,12949.717486654,116.51634979248,NA,103.409118652344,104.117866516113,99.05122,5.7817442068501,15.93801,NA,55.8,12.9528415127413,42161721,50.5371175304462,99.5844116210938,53.6581179163924,2.55649872416885,3.62564790864033,NA,NA,NA,NA,9.82726669,4.6,24,75.802,72.851,78.672,7.2821889785,1,NA,NA,0.784824735364742,"Americas","South America"
"54","ARG","ARGENTINA",2013,8,1,12963.675773326,114.509239196777,NA,103.172309875488,103.587631225586,99.11341,6.05291843670451,NA,NA,59.9,12.4529027558077,42582455,50.506882458823,99.8371276855469,53.9190936666216,2.25387298647688,3.15558730477948,NA,NA,NA,NA,9.78097916,4.8,24,75.829,72.963,78.623,6.5775989523,1,NA,NA,0.83773642721392,"Americas","South America"
"55","ARG","ARGENTINA",2014,8,1,12233.1444119186,113.961883544922,NA,105.196296691895,105.598808288574,99.44461,6.71270351428559,15.2,NA,64.7,12.6109666067191,43024071,50.4795803614312,99.9592437744141,52.9405434663365,2.09270565105548,2.96561619466374,NA,NA,NA,NA,9.67129993,4.86,25,76.268,73.303,79.15,7.20500989307,1,NA,NA,0.878100924236765,"Americas","South America"
"56","ARG","ARGENTINA",2015,9,1,13679.6264980954,113.778198242188,NA,105.821311950684,106.296783447266,99.49576,5.1566859021408,NA,NA,68,12.3365069418291,43477012,50.4618624665375,99.9952087402344,55.8149012843362,0.693912054976671,1.11677493458146,NA,NA,NA,NA,10.22933674,4.97,26,76.6,73.367,79.795,NA,1,NA,NA,0.850128597463815,"Americas","South America"
"57","ARG","ARGENTINA",2016,9,1,12699.9623137756,112.944267272949,NA,105.331466674805,107.820762634277,99.10172,6.26456582010254,14.5,NA,71,12.0972836411962,43900313,50.4493179707097,100,56.1222358547004,0.549552011638029,0.929681521135013,NA,NA,NA,NA,9.85558891,4.97,27,76.105,73.044,79.131,NA,1,NA,NA,0.809245362717563,"Americas","South America"
"58","ARG","ARGENTINA",2017,9,1,14532.5009308511,111.681457519531,NA,100.967590332031,102.229911804199,99.184,5.23162237725058,NA,NA,74.3,10.939623860491,44288894,50.431923181464,NA,57.3499373815692,0.663565866238942,1.02056616793198,NA,NA,NA,NA,10.23174763,5.02,27,76.543,73.791,79.204,NA,1,NA,NA,0.84775481125944,"Americas","South America"
"59","ARG","ARGENTINA",2018,9,1,11752.7998922979,111.545608520508,NA,99.526481628418,101.081398010254,NA,4.53787889681146,14.5,NA,77.7,9.79144712037089,44654882,50.4135158167029,NA,56.3697502721818,1.31095340723836,2.0371251352841,NA,NA,NA,NA,10.29146862,3.71,27,76.77,73.951,79.505,NA,1,NA,NA,0.732300347538541,"Americas","South America"
"60","ARG","ARGENTINA",2019,NA,1,9955.97478680428,111.36531829834,NA,99.6626892089844,101.146430969238,NA,5.3185559967348,NA,NA,79.9,10.3919973375121,44973465,50.3980547107488,NA,55.4388171093669,1.29099565501431,2.16668838721926,NA,NA,NA,NA,10.1555109,3.71,29,76.847,74.163,79.439,NA,1,NA,NA,0.699696134379197,"Americas","South America"
"61","ARG","ARGENTINA",2020,NA,1,8535.59938004389,110.617813110352,NA,102.569900512695,105.180068969727,NA,6.35703367575527,14.5,NA,85.5,10.70812114449,45191965,50.390551736145,NA,54.8578674557962,0.677055565819106,1.42962432529499,NA,NA,NA,NA,10.45030594,3.2,28,75.878,72.981,78.783,NA,1,NA,NA,0.734111593948744,"Americas","South America"
"62","BLZ","BELIZE",1981,NA,1,1752.51703789335,113.447868347168,NA,NA,NA,NA,17.0469798657718,NA,NA,NA,NA,148786,49.3705682696508,NA,51.8120805369128,0,1.0980515425706,NA,NA,NA,NA,NA,NA,NA,67.095,65.308,69.02,NA,NA,NA,NA,1.15896992837435,"Americas","Central America"
"63","BLZ","BELIZE",1982,NA,1,1629.32322940976,112.732009887695,NA,NA,NA,NA,14.2426071213036,NA,NA,NA,NA,152548,49.3608569106117,NA,57.6342788171394,0,1.72491766728428,NA,NA,NA,NA,NA,NA,NA,67.339,65.622,69.186,NA,NA,NA,NA,1.43758716875872,"Americas","Central America"
"64","BLZ","BELIZE",1983,NA,1,1677.25548155115,111.344779968262,NA,NA,NA,NA,13.7898149914171,NA,NA,NA,NA,156297,49.3582689256283,NA,58.611481975968,0,0.983097545178214,NA,NA,NA,NA,NA,NA,NA,67.601,65.844,69.502,NA,NA,NA,NA,1.53438103553192,"Americas","Central America"
"65","BLZ","BELIZE",1984,NA,1,1814.18859813551,113.597450256348,NA,NA,NA,NA,13.3459617702773,NA,NA,NA,NA,160044,49.3589262952688,NA,56.4663337351472,0,0.660556480895898,NA,NA,NA,NA,NA,NA,NA,67.952,66.117,69.957,NA,NA,NA,NA,1.54391891891892,"Americas","Central America"
"66","BLZ","BELIZE",1985,NA,1,1754.01108696183,111.517288208008,NA,NA,NA,NA,13.0351548903585,NA,NA,NA,NA,163796,49.3607902512882,NA,57.883745214062,0,0.563075709885316,NA,NA,NA,NA,NA,NA,NA,68.347,66.462,70.415,NA,NA,NA,NA,1.55982599550648,"Americas","Central America"
"67","BLZ","BELIZE",1986,NA,1,1859.10214020555,106.386291503906,NA,NA,NA,NA,13.2905296950241,NA,NA,NA,NA,167554,49.3655776645141,NA,57.3675762439807,0,0.458824722665737,NA,NA,NA,NA,NA,3.31680011749268,NA,68.743,66.772,70.912,NA,NA,NA,NA,NA,"Americas","Central America"
"68","BLZ","BELIZE",1987,NA,1,2165.89431416265,107.79573059082,NA,NA,NA,NA,14.6995419024522,NA,NA,NA,NA,171338,49.3711224078862,NA,53.1258420910806,0,0.768025229925464,NA,NA,NA,NA,NA,NA,NA,69.108,67.085,71.344,NA,NA,NA,NA,NA,"Americas","Central America"
"69","BLZ","BELIZE",1988,NA,1,2405.81116565818,108.365272521973,NA,NA,NA,NA,14.0348795823941,NA,NA,NA,NA,175180,49.3780718228575,NA,51.9278680745047,0,0.666135185141073,NA,NA,NA,NA,NA,NA,NA,69.401,67.386,71.633,NA,NA,NA,NA,NA,"Americas","Central America"
"70","BLZ","BELIZE",1989,NA,1,2741.93638439592,108.950843811035,NA,NA,NA,NA,13.3272245978416,NA,NA,NA,NA,179107,49.382771192639,NA,52.9525554876807,0,0.650219921896862,NA,NA,NA,NA,NA,NA,NA,69.534,67.517,71.785,NA,NA,NA,NA,1.19933223186011,"Americas","Central America"
"71","BLZ","BELIZE",1990,NA,1,2988.64952260263,112.07096862793,NA,NA,NA,NA,13.3784154253861,NA,NA,0,16.1597368180572,183076,49.3857708589376,87.9647369384766,52.947089463584,0,0.572758685347127,NA,NA,NA,NA,NA,2.7000000477,NA,69.569,67.566,71.82,NA,NA,NA,NA,0.867929438960804,"Americas","Central America"
"72","BLZ","BELIZE",1991,NA,1,3192.36526946108,115.087600708008,NA,NA,NA,NA,12.2341316362418,NA,NA,NA,15.4255568581477,187040,49.3733960650128,88.1896438598633,54.0194272316195,0,0.535944914133926,70,70,70,NA,NA,NA,NA,69.645,67.661,71.886,NA,NA,NA,NA,0.790212330467288,"Americas","Central America"
"73","BLZ","BELIZE",1992,NA,1,3645.61243670903,115.381591796875,NA,93.4165725708008,94.0415496826172,NA,11.834829443447,NA,NA,NA,14.8386355475763,190983,49.3656503458423,88.4140396118164,55.3034111310592,0,0.47752264160565,NA,NA,NA,NA,NA,NA,NA,69.601,67.632,71.836,NA,NA,NA,NA,0.763108824341062,"Americas","Central America"
"74","BLZ","BELIZE",1993,NA,1,3862.7104904003,117.351371765137,NA,NA,NA,NA,11.1841668327024,NA,NA,NA,14.5175001660357,194902,49.3760967050107,88.635383605957,55.269974098426,0,0.436250448086704,NA,NA,NA,NA,NA,2.7999999523,NA,69.595,67.579,71.864,NA,0.504827857017517,NA,NA,0.816419365598945,"Americas","Central America"
"75","BLZ","BELIZE",1994,NA,1,3879.01374706801,120.138542175293,NA,NA,NA,NA,11.4010099702188,NA,NA,NA,14.9793474038586,199097,49.3847189295616,88.8506011962891,56.746083128318,0,0.397405387876174,NA,NA,NA,NA,NA,NA,NA,69.585,67.531,71.877,NA,0.479316979646683,NA,NA,1.02367727911951,"Americas","Central America"
"76","BLZ","BELIZE",1995,NA,1,4012.07959009728,121.130508422852,NA,92.2021713256836,92.5994110107422,NA,11.9772907636896,NA,NA,0.0454,14.1987058177156,204146,49.3930814221195,89.0566482543945,56.3701849703925,0,0.4873231540489,NA,NA,NA,NA,NA,2.5,NA,69.484,67.357,71.854,NA,NA,NA,NA,0.983650030490672,"Americas","Central America"
"77","BLZ","BELIZE",1996,NA,1,4045.69445104845,122.972351074219,NA,98.4811019897461,98.5358734130859,NA,11.8117176940706,NA,NA,0.883,14.7286830816243,210310,49.4001740279871,89.2504577636719,55.8970441323382,0,0.409891121326979,NA,NA,NA,NA,NA,2.1300001144,NA,69.363,67.165,71.821,NA,0.488577842712402,NA,NA,0.935552759791311,"Americas","Central America"
"78","BLZ","BELIZE",1997,NA,1,4016.62941603892,120.188987731934,NA,NA,NA,NA,11.3235630867873,NA,NA,1.29,14.7248683306618,217446,49.4074363632183,89.4289703369141,57.1731165559881,0,0.396693346471525,NA,NA,NA,NA,NA,NA,NA,69.183,66.93,71.728,NA,0.464212507009506,NA,NA,1.0825121452884,"Americas","Central America"
