"countrycode","country","year","polity5","democracy","gdppc","gdppc_growth","enrol_gross","primcomp","primcom_male","primcom_fem","enrol_net","agri","slums","telephone","internet","tax","pop","pop_fem","electricity","service","oil","natural","literacy","lit_male","lit_fem","infant","health_ex","hospital","tuberculosis","life","life_male","life_female","unemploy","urban","attend","prenatal","military","un_continent_name","un_region_name","v2xcs_ccsi","v2cseeorgs","v2csreprss","v2cscnsult","v2csprtcpt","v2csgender","v2csantimv","v2csrlgrep","v2csrlgcon","v2regsupgroups_0","v2regsupgroups_1","v2regsupgroups_2","v2regsupgroups_3","v2regsupgroups_4","v2regsupgroups_5","v2regsupgroups_6","v2regsupgroups_7","v2regsupgroups_8","v2regsupgroups_9","v2regsupgroups_10","v2regsupgroups_11","v2regsupgroups_12","v2regsupgroups_13","v2x_libdem","v2x_neopat","v2dlencmps","v2elembaut","v2elvotbuy","v2exbribe","v2exembez","v2exrescon","v2jucomp","v2jucorrdc","v2juhccomp","v2juhcind","v2juncind","v2lgcrrpt","v2lgfunds","v2lginvstp","v2lgotovst","v2psprlnks","v2xnp_client"
"BHR","BAHRAIN",1971,-10,0,1829.74070543315,NA,97.5456695556641,NA,NA,NA,76.33968,NA,NA,NA,NA,NA,230733,43.6530535294041,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65.279,64.037,67.007,NA,NA,NA,NA,NA,"Asia","Western Asia",0.384,-0.045,-0.575,-1.422,-0.337,-0.698,-0.246,0.789,-0.753,0.408,0.2,0,0.208,0.2,0.2,0,0,0,0,0,0,0,1,NA,NA,-0.755,-1.786,NA,-1.079,-1.12,-2.599,NA,NA,NA,NA,-2.019,NA,NA,NA,NA,2.449,0.246
"BHR","BAHRAIN",1972,-10,0,2205.917004377,20.5589949344653,96.5225677490234,NA,NA,NA,79.20479,NA,NA,NA,NA,NA,242113,42.9768041237113,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66.095,64.899,67.791,NA,NA,NA,NA,NA,"Asia","Western Asia",0.405,-0.045,-0.27,-1.422,-0.337,-0.565,-0.246,0.789,-0.753,0.8,0.2,0,0.6,0.4,0.6,0,0,0,0,0,0,0,0.4,NA,0.853,-0.755,-1.786,1.033,-1.079,-1.12,-2.599,NA,NA,NA,NA,-2.019,NA,NA,NA,NA,2.449,0.243
"BHR","BAHRAIN",1973,-7,0,2981.09253134976,35.1407385425041,96.5068893432617,NA,NA,NA,80.26908,NA,NA,NA,NA,NA,255320,42.437558994364,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66.922,65.759,68.581,NA,NA,NA,NA,NA,"Asia","Western Asia",0.405,-0.045,-0.27,-1.422,-0.337,-0.565,0.122,0.676,-0.753,0.8,0.2,0,0.6,0.4,0.6,0,0,0,0,0,0,0,0.4,NA,0.842,-0.755,-1.786,0.037,-1.079,-1.12,-2.599,NA,NA,NA,NA,-2.019,0.845,-1.792,0.367,-2.391,2.449,0.225
"BHR","BAHRAIN",1974,-7,0,3873.71629107511,29.9428397588583,97.8309936523438,NA,NA,NA,81.86211,NA,NA,NA,NA,NA,269038,41.9680491231722,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,67.633,66.503,69.254,NA,NA,NA,NA,NA,"Asia","Western Asia",0.217,-1.093,-0.768,-1.422,-0.676,-0.267,0.637,0.548,-1.566,0.8,0,0,0.6,0.4,0.8,0.2,0.2,0,0,0,0,0,0.4,NA,0.874,-0.755,-1.786,0.037,-2.461,-1.12,-2.599,NA,NA,NA,NA,-2.019,0.845,-1.792,0.656,-2.391,2.449,0.301
"BHR","BAHRAIN",1975,-10,0,3880.44047162927,0.173584745213596,102.7099609375,NA,NA,NA,85.28601,NA,NA,NA,NA,NA,283243,41.5616923924249,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,68.276,67.175,69.861,NA,NA,NA,NA,1.52617985442592,"Asia","Western Asia",0.193,-1.093,-0.98,-1.422,-0.935,-0.267,0.637,0.548,-1.566,0.8,0,0,0.6,0.4,0.8,0.2,0.2,0,0,0,0,0,0.4,NA,0.862,-0.755,-1.786,0.037,-2.461,-1.12,-2.599,NA,NA,NA,NA,-2.019,0.845,-1.792,1.238,-2.391,2.449,0.301
"BHR","BAHRAIN",1976,-10,0,5310.19132615533,36.84506604287,104.615417480469,NA,NA,NA,82.12487,NA,NA,NA,NA,NA,297863,41.2075350077049,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,68.858,67.783,70.409,NA,NA,NA,NA,1.75228724031609,"Asia","Western Asia",0.114,-1.786,-1.21,-1.992,-0.935,-0.08,0.924,0.548,-1.566,0.8,0,0,0.6,0.4,0.8,0.2,0.2,0,0,0,0,0,0.4,NA,NA,-0.755,-1.786,NA,-2.461,-1.12,-2.599,NA,NA,NA,NA,-2.019,NA,NA,NA,NA,2.449,0.301
"BHR","BAHRAIN",1977,-10,0,6358.42084195442,19.7399575912837,106.381393432617,NA,NA,NA,82.11388,NA,NA,NA,NA,NA,312823,40.8950109167165,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,69.383,68.332,70.902,NA,NA,NA,NA,2.07792207792208,"Asia","Western Asia",0.114,-1.786,-1.21,-1.992,-0.935,-0.08,0.924,0.548,-1.566,0.8,0,0,0.6,0.4,0.8,0.2,0.2,0,0,0,0,0,0.4,NA,NA,-0.755,-1.786,NA,-2.461,-1.12,-2.599,NA,NA,NA,NA,-2.019,NA,NA,NA,NA,2.449,0.301
"BHR","BAHRAIN",1978,-10,0,6925.98893207436,8.92624291828855,106.67066192627,NA,NA,NA,80.05571,NA,NA,NA,NA,NA,328046,40.6177792138907,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,69.85,68.791,71.368,NA,NA,NA,NA,4.95813133539004,"Asia","Western Asia",0.114,-1.786,-1.21,-1.992,-0.935,-0.08,0.924,0.548,-1.566,0.8,0,0,0.6,0.4,0.8,0.2,0.2,0,0,0,0,0,0.4,NA,NA,-0.755,-1.786,NA,-2.461,-1.12,-2.599,NA,NA,NA,NA,-2.019,NA,NA,NA,NA,2.449,0.301
"BHR","BAHRAIN",1979,-10,0,7890.82982494874,13.9307310816826,107.168472290039,NA,NA,NA,80.69142,NA,NA,NA,NA,NA,343457,40.3682546337543,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70.296,69.251,71.787,NA,NA,NA,NA,5.89275191514437,"Asia","Western Asia",0.114,-1.786,-1.21,-1.992,-0.935,-0.08,0.924,0.411,-1.566,0.8,0,0,0.6,0.4,0.8,0.2,0.2,0,0,0,0,0,0.4,NA,NA,-0.755,-1.786,NA,-2.461,-1.12,-2.599,NA,NA,NA,NA,-2.019,NA,NA,NA,NA,2.449,0.301
"BHR","BAHRAIN",1980,-10,0,9732.72587186027,23.3422350725134,104.30980682373,NA,NA,NA,82.3983,NA,NA,NA,NA,NA,358978,40.1408999994429,NA,NA,68.1362125392305,71.3393304804284,NA,NA,NA,NA,NA,3.31439995765686,NA,70.684,69.659,72.144,NA,NA,NA,NA,5.69889130660035,"Asia","Western Asia",0.114,-1.786,-1.21,-1.992,-0.935,-0.08,0.924,-0.094,-1.566,0.8,0,0,0.6,0.4,0.8,0.2,0.2,0,0,0,0,0,0.4,NA,NA,-0.755,-1.786,NA,-2.461,-1.12,-2.599,NA,NA,NA,NA,-2.019,NA,NA,NA,NA,2.449,0.301
"BHR","BAHRAIN",1981,-10,0,10556.5091718735,8.46405530022163,97.8788299560547,NA,NA,NA,81.99603,NA,NA,NA,NA,NA,373524,40.0164380334329,NA,NA,58.0699222662964,60.6677370225297,70,77,59,NA,NA,NA,NA,71.037,70.033,72.46,NA,NA,NA,NA,6.9025815655055,"Asia","Western Asia",0.114,-1.786,-1.21,-1.992,-0.935,-0.08,1.198,-0.094,-1.566,0.8,0,0,0.6,0.4,0.8,0.2,0.2,0,0,0,0,0,0.4,NA,NA,-0.755,-1.786,NA,-2.461,-1.12,-2.599,NA,NA,NA,NA,-2.019,NA,NA,NA,NA,2.449,0.301
"BHR","BAHRAIN",1982,-10,0,10712.1529364009,1.47438667454667,94.4369888305664,NA,98.8304061889648,79.9831619262695,80.6088,NA,NA,NA,NA,NA,386983,40.0147810492478,NA,NA,33.7423368813276,34.7756748440513,NA,NA,NA,NA,NA,NA,NA,71.354,70.379,72.732,NA,NA,NA,NA,8.53516194922673,"Asia","Western Asia",0.114,-1.786,-1.21,-1.992,-0.935,-0.08,0.693,-0.094,-1.566,0.8,0,0,0.6,0.4,0.8,0.2,0.2,0,0,0,0,0,0.4,NA,NA,-0.755,-1.786,NA,-2.461,-1.12,-2.599,NA,NA,NA,NA,-2.019,NA,NA,NA,NA,2.449,0.301
"BHR","BAHRAIN",1983,-10,0,10598.8427157127,-1.05777261920114,93.0168380737305,NA,85.7390899658203,77.2501983642578,83.25855,NA,NA,NA,NA,NA,400707,40.051459046136,NA,NA,29.0419490949798,32.2435994918753,NA,NA,NA,NA,NA,NA,NA,71.637,70.696,72.963,NA,NA,NA,NA,4.79033601777284,"Asia","Western Asia",0.114,-1.786,-1.21,-1.992,-0.935,-0.08,0.693,-0.094,-1.566,0.8,0,0,0.6,0.4,0.8,0.2,0.2,0,0,0,0,0,0.4,NA,NA,-0.755,-1.786,NA,-2.461,-1.12,-2.599,NA,NA,NA,NA,-2.019,NA,NA,NA,NA,2.449,0.301
"BHR","BAHRAIN",1984,-10,0,10696.9331055208,0.925482077988396,97.3100128173828,NA,82.1612777709961,78.8725509643555,86.6106,NA,NA,NA,NA,NA,415154,40.1031906232386,NA,NA,31.8871060471681,34.6847206034164,NA,NA,NA,NA,NA,NA,NA,71.884,70.98,73.151,NA,NA,NA,NA,4.17930569598921,"Asia","Western Asia",0.114,-1.786,-1.21,-1.992,-0.935,-0.08,0.693,-0.094,-1.566,0.8,0,0,0.6,0.4,0.8,0.2,0.2,0,0,0,0,0,0.4,NA,NA,-0.755,-1.786,NA,-2.461,-1.12,-2.599,NA,NA,NA,NA,-2.019,NA,NA,NA,NA,2.449,0.301
"BHR","BAHRAIN",1985,-10,0,9648.65643032674,-9.79978714322363,99.6892318725586,NA,86.636360168457,79.347053527832,91.05123,NA,NA,NA,NA,NA,430358,40.1695797452354,NA,NA,30.4149282702955,33.9345144741502,NA,NA,NA,NA,NA,NA,NA,72.092,71.23,73.291,NA,NA,NA,NA,4.58815818221543,"Asia","Western Asia",0.114,-1.786,-1.21,-1.992,-0.935,-0.08,0.552,-0.094,-1.566,0.8,0,0,0.6,0.4,0.8,0.2,0.2,0,0,0,0,0,0.4,NA,NA,-0.755,-1.786,NA,-2.461,-1.12,-2.599,NA,NA,NA,NA,-2.019,NA,NA,NA,NA,2.449,0.301
"BHR","BAHRAIN",1986,-10,0,7776.95657736318,-19.398554259644,102.148811340332,NA,83.2844619750977,80.2105331420898,96.14373,NA,NA,NA,NA,NA,446286,40.2475094446162,NA,NA,23.3122958880053,28.2159970267233,NA,NA,NA,NA,NA,NA,NA,72.257,71.443,73.376,NA,NA,NA,NA,5.83776248148471,"Asia","Western Asia",0.114,-1.786,-1.21,-1.992,-0.935,-0.08,0.552,-0.094,-1.566,0.8,0,0,0.6,0.4,0.8,0.2,0.2,0,0,0,0,0,0.4,NA,NA,-0.755,-1.786,NA,-2.461,-1.12,-2.599,NA,NA,NA,NA,-2.019,NA,NA,NA,NA,2.449,0.301
"BHR","BAHRAIN",1987,-10,0,8332.91425406054,7.14878206103937,103.106163024902,NA,82.6300506591797,84.5600204467773,95.51585,NA,NA,NA,NA,NA,462854,40.3316373378272,NA,NA,30.0343307928011,33.7458417423417,NA,NA,NA,NA,NA,NA,NA,72.377,71.611,73.412,NA,NA,NA,NA,5.25325388113533,"Asia","Western Asia",0.114,-1.786,-1.21,-1.992,-0.935,-0.08,0.552,-0.094,-1.566,0.8,0,0,0.6,0.4,0.8,0.2,0.2,0,0,0,0,0,0.4,NA,NA,-0.755,-1.786,NA,-2.461,-1.12,-2.599,NA,NA,NA,NA,-2.019,NA,NA,NA,NA,2.449,0.301
"BHR","BAHRAIN",1988,-10,0,8771.7853534009,5.26671805276889,104.554466247559,NA,89.4094619750977,90.7056427001953,98.27366,NA,NA,NA,NA,NA,479929,40.4157698326211,NA,NA,23.1071212143896,26.7828579624703,NA,NA,NA,NA,NA,NA,NA,72.46,71.743,73.407,NA,NA,NA,NA,5.60304575820703,"Asia","Western Asia",0.114,-1.786,-1.21,-1.992,-0.935,-0.08,0.552,-0.094,-1.566,0.8,0,0,0.6,0.4,0.8,0.2,0.2,0,0,0,0,0,0.4,NA,NA,-0.755,-1.786,NA,-2.461,-1.12,-2.599,NA,NA,NA,NA,-2.019,NA,NA,NA,NA,2.449,0.301
"BHR","BAHRAIN",1989,-10,0,8833.41134256929,0.70254784728058,104.670310974121,NA,94.0750198364258,98.4997787475586,99.0614,NA,NA,NA,NA,NA,497327,40.4979017829316,NA,NA,31.1467417262058,34.7461741237401,NA,NA,NA,NA,NA,3.33949995040894,NA,72.524,71.851,73.391,NA,NA,NA,NA,5.64466166448682,"Asia","Western Asia",0.114,-1.786,-1.21,-1.992,-0.935,-0.08,0.552,-0.094,-1.566,0.8,0,0,0.6,0.4,0.8,0.2,0.2,0,0,0,0,0,0.4,NA,NA,-0.755,-1.786,NA,-2.461,-1.12,-2.599,NA,NA,NA,NA,-2.019,NA,NA,NA,NA,2.449,0.301
"BHR","BAHRAIN",1990,-10,0,9342.53891401688,5.76365745580128,100.56568145752,NA,NA,NA,NA,NA,NA,NA,0,4.56210399299131,514797,40.5768498589733,NA,NA,37.0437374677071,40.8740682384437,NA,NA,NA,NA,NA,NA,NA,72.587,71.943,73.397,NA,NA,NA,NA,5.28479154433353,"Asia","Western Asia",0.114,-1.786,-1.21,-1.992,-0.935,0.196,1.079,-0.094,-1.566,0.8,0,0,0.6,0.4,0.8,0.2,0.2,0,0,0,0,0,0.4,NA,NA,-0.755,-1.786,NA,-2.461,-1.12,-2.599,NA,NA,NA,NA,-2.019,NA,NA,NA,NA,2.449,0.301
"BHR","BAHRAIN",1991,-10,0,10434.1323962786,11.6841202622551,98.3184661865234,NA,95.3777236938477,100.08757019043,99.4111,NA,NA,NA,NA,4.43354361335122,503052,40.6470390265272,NA,NA,20.4853120745387,23.6193077854387,84,89,77,NA,NA,NA,NA,72.668,72.03,73.457,NA,NA,NA,NA,5.70375064815348,"Asia","Western Asia",0.114,-1.786,-1.21,-1.992,-0.935,0.196,1.079,-0.094,-1.566,0.8,0,0,0.6,0.4,0.8,0.2,0.2,0,0,0,0,0,0.4,NA,NA,-0.755,-1.786,NA,-2.461,-1.12,-2.599,NA,NA,NA,NA,-2.019,NA,NA,NA,NA,2.449,0.301
"BHR","BAHRAIN",1992,-10,0,10460.1583222808,0.249430666717278,92.1518783569336,NA,89.9208679199219,93.4484176635742,97.01005,NA,NA,NA,NA,4.74094781737692,516458,40.6893315904394,NA,NA,20.7616769769703,24.1753653686519,NA,NA,NA,NA,NA,NA,NA,72.785,72.123,73.599,NA,NA,NA,NA,5.8780719923865,"Asia","Western Asia",0.114,-1.786,-1.21,-1.992,-0.935,0.196,1.079,-0.094,-1.566,0.8,0,0,0.6,0.4,0.8,0.2,0.2,0,0,0,0,0,0.4,NA,0.927,-0.755,-1.786,NA,-2.461,-1.12,-2.599,NA,NA,NA,NA,-2.019,-0.971,-0.608,-1.523,-2.161,2.449,0.301
"BHR","BAHRAIN",1993,-9,0,11151.871495742,6.61283655705102,90.7759017944336,NA,85.3337936401367,86.9201507568359,98.02282,NA,NA,NA,NA,4.70474275851932,530225,40.7129239226807,NA,NA,17.9580307941121,21.4839214614228,NA,NA,NA,NA,NA,NA,NA,72.939,72.228,73.837,NA,NA,NA,NA,5.36985516733492,"Asia","Western Asia",0.114,-1.786,-1.21,-1.992,-0.935,0.196,1.079,-0.094,-1.566,0.8,0,0,0.6,0.4,0.8,0.2,0.2,0,0,0,0,0,0.4,NA,0.924,-0.755,-1.786,NA,-2.461,-1.12,-2.599,NA,NA,NA,NA,-2.019,-0.971,-0.608,-1.523,-2.161,2.449,0.301
"BHR","BAHRAIN",1994,-9,0,11629.3595219612,4.28168515393595,90.3398971557617,NA,75.7484970092773,80.4548568725586,97.93377,NA,NA,NA,NA,4.54981588369713,544366,40.7399909681237,NA,NA,14.682952911195,18.235083153916,NA,NA,NA,NA,NA,NA,NA,73.134,72.351,74.15,NA,NA,NA,NA,5.11130218782841,"Asia","Western Asia",0.114,-1.786,-1.21,-1.992,-0.935,0.196,1.079,-0.094,-1.566,0.8,0,0,0.6,0.4,0.8,0.2,0.2,0,0,0,0,0,0.4,NA,0.924,-0.755,-1.786,NA,-2.461,-1.12,-2.599,NA,NA,NA,NA,-2.019,-0.971,-0.608,-1.523,-2.161,2.449,0.301
"BHR","BAHRAIN",1995,-9,0,11900.9317778335,2.33522968620461,91.7473220825195,NA,75.6160583496094,81.8630676269531,99.114,NA,NA,NA,0.346,4.21857580880695,558879,40.771008541476,NA,NA,15.2459702602519,18.958919570053,NA,NA,NA,NA,NA,NA,NA,73.361,72.497,74.51,NA,NA,NA,NA,5.18323179048832,"Asia","Western Asia",0.114,-1.786,-1.21,-1.992,-0.935,0.196,1.079,-0.094,-1.566,0.8,0,0,0.6,0.4,0.8,0.2,0.2,0,0,0,0,0,0.4,NA,0.924,-0.755,-1.786,NA,-2.461,-1.12,-2.599,NA,NA,NA,NA,-2.019,-0.971,-0.608,-1.523,-2.161,2.449,0.301
"BHR","BAHRAIN",1996,-9,0,12091.7802188235,1.60364284539023,91.6333999633789,NA,75.5151214599609,81.1667175292969,99.858,NA,NA,NA,0.843,4.43507307923291,573792,40.8044456640152,NA,NA,18.4494024419669,22.4740735880541,NA,NA,NA,NA,NA,NA,NA,73.61,72.666,74.888,NA,NA,NA,NA,5.27393976376237,"Asia","Western Asia",0.114,-1.786,-1.21,-1.992,-0.935,0.196,1.079,-0.094,-1.566,0.8,0,0,0.6,0.4,0.8,0.2,0.2,0,0,0,0,0,0.4,NA,0.924,-0.755,-1.786,NA,-2.461,-1.12,-2.599,NA,NA,NA,NA,-2.019,-0.971,-0.608,-1.523,-2.161,2.449,0.301
"BHR","BAHRAIN",1997,-9,0,12254.6662583128,1.34708071550732,91.7048416137695,NA,NA,NA,99.60053,NA,NA,NA,1.65,4.48333472278643,589115,40.8382945649474,NA,NA,16.418731399958,20.9239457699085,NA,NA,NA,NA,NA,2.9000000954,NA,73.872,72.862,75.253,NA,NA,NA,NA,5.06848741255812,"Asia","Western Asia",0.114,-1.786,-1.21,-1.992,-0.935,0.196,1.079,-0.094,-1.566,0.8,0,0,0.6,0.4,0.8,0.2,0.2,0,0,0,0,0,0.4,NA,0.924,-0.755,-1.786,NA,-2.461,-1.12,-2.599,NA,NA,NA,NA,-2.019,-0.971,-0.608,-1.523,-2.161,2.449,0.301
"BHR","BAHRAIN",1998,-9,0,11625.0343768343,-5.13789497165129,92.4050216674805,NA,77.2059936523438,83.9710998535156,96.968,NA,NA,NA,3.22,4.98151845306491,604842,40.8704383472088,NA,NA,10.6376958646887,15.1566374540832,NA,NA,NA,NA,NA,NA,NA,74.138,73.087,75.585,NA,NA,NA,NA,5.33310395251817,"Asia","Western Asia",0.114,-1.786,-1.21,-1.992,-0.935,0.196,1.079,-0.094,-1.566,0.8,0,0,0.6,0.4,0.8,0.2,0.2,0,0,0,0,0,0.4,NA,0.924,-0.755,-1.786,NA,-2.461,-1.12,-2.599,NA,NA,NA,NA,-2.019,-0.971,-0.608,-1.523,-2.161,2.449,0.301
"BHR","BAHRAIN",1999,-9,0,12123.3534715368,4.28660319229269,93.8466262817383,NA,83.7740936279297,87.2688598632812,96.875,NA,NA,NA,4.72,4.40879662320093,620989,40.899522466675,NA,NA,14.7940799756461,18.9307099565332,NA,NA,NA,NA,NA,NA,NA,74.405,73.332,75.88,NA,NA,NA,NA,5.50362154366541,"Asia","Western Asia",0.198,-1.062,-1.21,-1.992,-0.503,0.196,0.728,-0.094,-0.652,0.8,0,0,0.764,0.4,0.8,0.2,0.2,0,0,0,0,0,0.4,NA,0.902,-0.755,-1.786,NA,-2.461,-1.12,-1.399,NA,NA,NA,NA,-2.019,-0.971,-0.608,-1.523,-2.161,2.449,0.301
"BHR","BAHRAIN",2000,-9,0,14214.4836839343,17.248777059145,93.9407501220703,NA,81.5781784057617,87.459602355957,95.77521,NA,NA,NA,6.15,3.73277772071662,637582,40.9268496669554,NA,NA,18.711078045797,22.6166110930815,NA,NA,NA,NA,3.33542562,2.55,36,74.673,73.591,76.149,NA,NA,NA,NA,3.96167096884853,"Asia","Western Asia",0.337,-0.276,-0.477,-1.992,-0.503,0.196,0.043,0.204,-0.652,0.8,0,0,0.8,0.4,0.8,0.2,0.4,0,0,0,0,0,0.4,NA,0.902,-0.755,-1.786,NA,-2.461,-1.12,-1.399,NA,NA,NA,NA,-2.019,-0.971,-0.608,-1.523,-2.161,2.449,0.301
"BHR","BAHRAIN",2001,-8,0,13573.2339887597,-4.51124155778772,94.2617034912109,NA,80.8447494506836,88.7496032714844,93.01535,NA,NA,NA,15,4.10364290899394,661316,40.7002725885627,100,NA,15.0074471454831,19.6064806102315,87,89,84,NA,3.48573017,2.53,31,74.942,73.86,76.404,NA,NA,NA,NA,4.14808163198998,"Asia","Western Asia",0.533,-0.182,0.346,-0.161,1.578,0.196,-0.021,-0.038,-0.384,0.8,0,0,0.8,0.4,0.8,0.2,0.4,0,0,0,0,0,0.4,NA,0.902,-0.755,-1.786,NA,-2.461,-1.12,-1.399,NA,NA,NA,NA,-2.019,-0.971,-0.608,-1.523,-2.161,2.449,0.301
"BHR","BAHRAIN",2002,-7,0,13501.4708801425,-0.528710465587119,94.6728515625,NA,86.0614318847656,92.4941711425781,93.09968,NA,NA,NA,18.1,3.57899289191497,710553,40.1890728093837,100,NA,14.4906538546743,18.3096740288898,NA,NA,NA,NA,3.67866111,2.57,29,75.209,74.135,76.658,NA,NA,NA,NA,4.61110660635053,"Asia","Western Asia",0.531,0.128,0.079,-0.161,1.427,0.376,-0.021,-0.038,-0.384,0.8,0,0,0.8,0.4,0.8,0.2,0.4,0,0,0,0,0,0.4,0.078,0.883,-0.755,-1.786,-0.312,-1.345,-1.12,-0.292,NA,NA,NA,-2.392,-2.019,-0.971,-0.608,-1.523,-2.161,2.694,0.243
"BHR","BAHRAIN",2003,-7,0,14486.0269029822,7.29221306019146,94.4737396240234,NA,86.4010620117188,92.5391311645508,92.38448,NA,NA,NA,21.6,3.30681318786877,764517,39.6844473205756,100,NA,14.9880274040125,18.2515226696453,NA,NA,NA,NA,3.88658071,2.45,37,75.486,74.417,76.926,NA,NA,NA,NA,4.65883280302628,"Asia","Western Asia",0.531,0.128,0.079,-0.161,1.427,0.376,-0.021,-0.038,-0.384,1,0.2,0,0.8,0.2,0.8,0.2,0.4,0,0,0,0,0,0.4,0.087,0.876,-0.755,-1.786,-0.312,-1.345,-1.12,-0.292,NA,NA,NA,-2.392,-2.019,-0.971,-0.608,-1.523,-2.161,2.694,0.309
"BHR","BAHRAIN",2004,-7,0,15963.9493171617,10.2024000374819,94.7030868530273,NA,87.5427474975586,97.327392578125,91.59966,NA,NA,NA,21.5,4.21684066611925,823741,39.2612474496295,100,NA,16.6530213443367,19.5474993928405,NA,NA,NA,NA,3.49817729,2.29,32,75.787,74.714,77.222,NA,NA,NA,NA,4.04492884796012,"Asia","Western Asia",0.531,0.128,0.079,-0.161,1.427,0.376,-0.021,-0.038,-0.384,1,0.2,0,0.8,0.2,0.8,0.2,0.4,0,0,0,0,0,0.4,0.082,0.876,-0.755,-1.786,-0.312,-1.345,-1.12,-0.292,NA,NA,NA,-2.392,-2.019,-0.971,-0.608,-1.523,-2.161,2.694,0.309
"BHR","BAHRAIN",2005,-7,0,17966.1657837625,12.5421123985176,94.840087890625,NA,90.7514495849609,97.1565399169922,89.10805,NA,NA,NA,21.3,1.16184562908878,888822,38.9049788602439,100,NA,20.0931217396654,23.5501782556664,NA,NA,NA,NA,3.25870824,2.25,35,76.125,75.045,77.551,NA,NA,NA,NA,3.21438109533007,"Asia","Western Asia",0.531,0.128,0.079,-0.161,1.427,0.376,-0.021,-0.038,-0.384,1,0.2,0,0.8,0.2,0.8,0.2,0.4,0,0,0,0,0,0.4,0.086,0.865,-0.755,-1.786,-0.312,-0.621,-1.12,-0.292,-1.319,0.733,-1.291,-2.392,-2.019,-0.971,-0.608,-1.523,-2.161,1.762,0.428
"BHR","BAHRAIN",2006,-7,0,19267.282615072,7.24203954794532,101.590881347656,NA,NA,NA,90.50941,0.268763501054214,NA,NA,28.2,1.16617489174005,960424,38.602999948724,100,53.4635279305642,20.3670614713082,23.9324887044813,NA,NA,NA,NA,3.10821271,2.1,32,76.51,75.425,77.918,NA,NA,NA,NA,3.10294772848129,"Asia","Western Asia",0.523,0.128,-0.029,-0.161,1.427,0.376,-0.021,-0.038,-0.384,1,0.2,0,0.8,0.2,0.8,0.2,0.4,0,0,0,0,0,0.4,0.091,0.853,-0.755,-1.786,-0.2,-0.621,-1.12,-0.292,-1.319,0.733,-1.291,-2.392,-2.019,-0.971,-0.608,-1.106,-1.625,1.762,0.424
"BHR","BAHRAIN",2007,-7,0,20908.4042548073,8.51766007963946,NA,NA,NA,NA,NA,0.29227169028013,NA,NA,32.9,1.14509796242081,1039295,38.3445321329103,100,52.8099940272787,18.9906048191926,22.2759061285424,NA,NA,NA,NA,3.29534078,1.96,32,76.952,75.87,78.326,NA,NA,NA,NA,2.95699023434392,"Asia","Western Asia",0.525,0.128,-0.135,-0.161,1.427,0.376,-0.021,-0.038,-0.384,1,0.2,0,0.8,0.2,0.8,0.2,0.4,0,0,0,0,0,0.4,0.087,0.851,-0.755,-1.786,-0.2,-0.621,-1.12,-0.292,-1.319,0.733,-1.291,-2.392,-2.019,-0.971,-0.608,-1.106,-1.625,1.762,0.385
"BHR","BAHRAIN",2008,-7,0,23299.4992780392,11.4360474098932,NA,NA,NA,NA,NA,0.264810236570707,NA,NA,52,1.23581558449619,1103496,38.1193596225264,100,48.3070764329234,21.6815768768211,24.8161182032708,NA,NA,NA,NA,3.2038722,1.89,31,77.457,76.396,78.772,NA,NA,NA,NA,2.80016136873791,"Asia","Western Asia",0.525,0.128,-0.135,-0.161,1.427,0.376,-0.021,-0.038,-0.384,1,0.2,0,0.8,0.2,0.8,0.2,0.4,0,0,0,0,0,0.4,0.087,0.851,-0.755,-1.786,-0.2,-0.621,-1.12,-0.292,-1.319,0.733,-1.291,-2.392,-2.019,-0.971,-0.608,-1.106,-1.625,1.762,0.385
"BHR","BAHRAIN",2009,-7,0,19465.3140745038,-16.456084132028,NA,NA,NA,NA,NA,0.337284356568349,NA,NA,53,1.3631667858969,1178415,37.9144224635753,100,55.5964970660087,14.4351176966592,18.0762091411409,NA,NA,NA,NA,4.32666922,1.77,32,78.016,76.997,79.25,NA,NA,NA,NA,3.61053524967651,"Asia","Western Asia",0.525,0.128,-0.135,-0.161,1.427,0.376,-0.021,-0.038,-0.384,1,0.2,0,0.8,0.2,0.8,0.2,0.4,0,0,0,0,0,0.4,0.087,0.851,-0.755,-1.786,-0.2,-0.621,-1.12,-0.292,-1.319,0.733,-1.291,-2.392,-2.019,-0.971,-0.608,-1.106,-1.625,1.762,0.385
