"countrycode","country","year","polity5","democracy","gdppc","gdppc_growth","enrol_gross","primcomp","primcom_male","primcom_fem","enrol_net","agri","slums","telephone","internet","tax","pop","pop_fem","electricity","service","oil","natural","literacy","lit_male","lit_fem","infant","health_ex","hospital","tuberculosis","life","life_male","life_female","unemploy","urban","attend","prenatal","military","un_continent_name","un_region_name","v2xcs_ccsi","v2cseeorgs","v2csreprss","v2cscnsult","v2csprtcpt","v2csgender","v2csantimv","v2csrlgrep","v2csrlgcon","v2regsupgroups_0","v2regsupgroups_1","v2regsupgroups_2","v2regsupgroups_3","v2regsupgroups_4","v2regsupgroups_5","v2regsupgroups_6","v2regsupgroups_7","v2regsupgroups_8","v2regsupgroups_9","v2regsupgroups_10","v2regsupgroups_11","v2regsupgroups_12","v2regsupgroups_13","v2x_libdem","v2x_neopat","v2dlencmps","v2elembaut","v2elvotbuy","v2exbribe","v2exembez","v2exrescon","v2jucomp","v2jucorrdc","v2juhccomp","v2juhcind","v2juncind","v2lgcrrpt","v2lgfunds","v2lginvstp","v2lgotovst","v2psprlnks","v2xnp_client"
"CYP","CYPRUS",2013,10,1,27797.45703125,-4.12003715203399,99.7619781494141,NA,98.7890396118164,97.8568267822266,97.29695,2.03633566673278,NA,NA,65.5,23.5211674986721,1183895,49.4428982299951,100,76.1139226487119,0.00316216169680669,0.0449091633428491,NA,NA,NA,NA,6.92774534,2.52,4,81.317,78.984,83.746,NA,0.735753774642944,NA,NA,1.60700908951525,"Asia","Western Asia",0.921,2.272,2.295,2.824,1.764,1.81,-1.266,1.895,2.839,0,0,1,1,0.6,0.2,0.2,0.2,0,0,0.4,0,0,0.2,0.733,0.137,1.066,2.691,1.504,0.978,1.237,1.311,1.31,1.476,1.73,1.876,1.316,1.328,1.311,1.153,0.915,1.727,0.158
"CYP","CYPRUS",2014,10,1,27244.3515625,-1.98977002870513,99.152717590332,NA,99.5754165649414,100.097213745117,96.91133,1.84487621232733,0.25,NA,69.3,24.7157220076717,1201801,49.4661761805823,100,75.8273775269052,0.00228489772489687,0.0348718589179378,NA,NA,NA,NA,6.93137264,2.47,3.7,81.337,79.051,83.706,NA,0.721044600009918,NA,NA,1.54260195978916,"Asia","Western Asia",0.921,2.272,2.295,2.824,1.764,1.81,-1.266,1.895,2.839,0,0,1,1,0.6,0.2,0.2,0.2,0,0,0.4,0,0,0.2,0.732,0.138,1.066,2.691,1.504,0.802,1.237,1.311,1.31,1.557,1.73,1.876,1.316,1.292,1.311,1.153,0.998,1.727,0.157
"CYP","CYPRUS",2015,10,1,23487.228515625,-13.7904660283654,99.3001174926758,NA,95.8925399780273,97.7970504760742,97.36852,1.86798451841109,NA,NA,71.7,24.0473874693333,1219502,49.4875777161497,100,75.5176128959667,0,0.0198578971713362,NA,NA,NA,NA,6.79382181,2.44,5.9,81.464,79.153,83.855,NA,0.71410596370697,NA,NA,1.64766762744388,"Asia","Western Asia",0.922,2.272,2.403,2.593,1.764,1.81,-1.266,1.895,2.839,0,0,1,1,0.6,0.2,0.2,0.2,0,0,0.4,0,0,0.2,0.74,0.138,1.066,2.691,1.504,0.802,1.237,1.311,1.31,1.557,1.73,1.876,1.316,1.292,1.311,1.153,0.998,1.727,0.157
"CYP","CYPRUS",2016,10,1,24715.154296875,5.22805736927674,98.5455093383789,NA,98.0171813964844,98.9318237304688,96.72966,2.14376219902412,0.3,NA,75.9,23.5160580075036,1237112,49.508654423646,100,74.5691185819827,0.000276297291237262,0.00147131380581406,NA,NA,NA,NA,6.65254688,2.44,5.3,81.534,79.213,83.934,NA,0.727044999599457,NA,NA,1.40455761221209,"Asia","Western Asia",0.922,2.272,2.403,2.593,1.764,1.81,-1.266,1.895,2.839,0,0,1,1,0.6,0.2,0.2,0.2,0,0,0.4,0,0,0.2,0.739,0.137,1.066,2.691,1.496,0.802,1.237,1.311,1.31,1.616,1.73,1.876,1.316,1.292,1.311,1.153,0.998,1.727,0.158
"CYP","CYPRUS",2017,10,1,26696.990234375,8.01870752532823,99.3066864013672,NA,101.380088806152,101.156867980957,97.49342,1.85263298228741,NA,NA,80.7,23.819883399544,1254275,49.5291702377868,NA,74.1380086156061,0,0.0053914863858221,NA,NA,NA,NA,6.62192535,2.34,4.8,81.543,79.304,83.871,NA,NA,NA,NA,1.56810293907547,"Asia","Western Asia",0.932,2.272,2.694,1.954,1.764,1.961,-1.266,1.895,2.839,0,0,1,1,0.6,0.2,0.2,0.2,0,0,0.4,0,0,0.2,0.733,0.144,0.151,2.691,1.496,0.802,1.237,1.56,1.31,1.559,1.73,1.426,1.528,1.219,1.311,1.153,1.313,1.727,0.202
"CYP","CYPRUS",2018,10,1,29599.986328125,10.8738703062194,99.7954406738281,NA,101.891548156738,101.860679626465,NA,1.71813809861456,0.3,NA,84.4,23.8334479788945,1270737,49.5453425846576,NA,73.4972493548522,0,0.00469231201910547,NA,NA,NA,NA,6.82599831,2.27,4.6,81.556,79.387,83.765,NA,NA,NA,NA,1.76054591686911,"Asia","Western Asia",0.916,2.272,2.332,1.954,1.752,1.818,-1.266,1.895,2.839,0,0,1,1,0.6,0.2,0.2,0.2,0,0,0.4,0,0,0.2,0.723,0.147,0.273,2.691,1.514,0.802,1.237,1.434,1.31,1.559,1.73,1.224,1.528,1.219,1.311,1.153,1.313,1.521,0.199
"CYP","CYPRUS",2019,NA,1,29703.052734375,0.348197479240284,100.477699279785,NA,102.938629150391,102.125198364258,NA,1.74820542874204,NA,NA,86.1,23.0747988940916,1286671,49.55750149028,NA,73.2857142735047,0,0.00361325176711909,NA,NA,NA,NA,7.06576538,2.24,5.9,81.454,79.317,83.633,NA,NA,NA,NA,1.78661901313827,"Asia","Western Asia",0.916,2.272,2.332,1.958,1.752,1.818,-1.444,1.895,2.839,0,0,1,1,0.75,0.25,0,0,0,0,0.25,0,0,0,0.715,0.172,0.333,2.691,1.514,0.572,1.237,1.204,1.31,1.559,1.73,1.224,1.528,1.154,0.784,0.785,0.771,1.804,0.185
"CYP","CYPRUS",2020,NA,1,28649.015625,-3.54858175286197,100.735160827637,NA,101.30786895752,99.4018402099609,NA,1.82533569194245,0.3,NA,90.8,21.9401064770959,1302247,49.575426493264,NA,74.5571998617301,0,0.0079310862289615,NA,NA,NA,NA,8.76033878,NA,3,81.23,78.916,83.652,NA,NA,NA,NA,1.92017174602879,"Asia","Western Asia",0.913,2.274,2.332,2.184,1.471,1.818,-1.244,1.405,2.839,0,0,1,1,0.75,0.25,0,0,0,0,0.25,0,0,0,0.693,0.164,0.529,2.691,1.514,0.63,1.237,1.086,1.31,1.735,1.73,1.159,1.528,0.431,1.313,1.232,1.331,0.994,0.238
"EGY","EGYPT",1960,-7,0,156.387397481519,NA,NA,NA,NA,NA,NA,27.6488257782632,NA,NA,NA,NA,26896479,49.792013676139,NA,41.193336974331,NA,NA,NA,NA,NA,NA,NA,2.14697933197021,NA,44.436,41.772,47.355,NA,NA,NA,NA,NA,"Africa","Northern Africa",0.115,-1.907,-0.718,-0.975,-1.581,-1.251,-1.209,-2.25,-0.971,0,0,0.4,0.1,0.6,1,0,0,0,0.4,0.4,0.4,0.2,0,0.122,0.582,-0.609,-2.19,0.781,0.356,-0.246,1.22,-0.118,-0.561,1.414,0.285,-0.445,-0.367,-0.008,-0.308,-0.937,-0.208,0.508
"EGY","EGYPT",1961,-7,0,162.841644181754,4.12708875790181,NA,NA,NA,NA,NA,27.1530794786609,NA,NA,NA,NA,27600898,49.8091131017145,NA,40.9404548939433,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.146,42.506,48.025,NA,NA,NA,NA,NA,"Africa","Northern Africa",0.115,-1.907,-0.718,-0.975,-1.581,-1.251,-1.209,-2.25,-0.971,0,0,0.4,0.1,0.6,1,0,0,0,0.4,0.4,0.4,0.2,0,0.115,0.593,-0.609,-2.19,0.781,0.356,-0.246,1.22,-0.118,-0.561,1.414,0.285,-0.445,-0.367,-0.008,-0.308,-0.937,-0.208,0.508
"EGY","EGYPT",1962,-7,0,142.409576739705,-12.5472004073135,NA,NA,NA,NA,NA,24.6278257673222,NA,NA,NA,NA,28337013,49.815349274816,NA,40.7094284138945,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.844,43.168,48.76,NA,NA,NA,NA,6.67547918043622,"Africa","Northern Africa",0.115,-1.907,-0.718,-0.975,-1.581,-1.251,-1.209,-2.25,-0.971,0,0,0.4,0.1,0.6,1,0,0,0,0.4,0.4,0.4,0.2,0,0.1,0.575,-0.609,-2.19,NA,0.356,-0.246,1.22,-0.118,-0.561,1.414,0.285,-0.445,NA,NA,NA,NA,-0.208,0.508
"EGY","EGYPT",1963,-7,0,143.928402522656,1.06651941373796,NA,NA,NA,NA,NA,24.4218621257896,NA,NA,NA,NA,29091869,49.8199685967237,NA,40.0769019500137,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.493,43.784,49.442,NA,NA,NA,NA,8.6646884272997,"Africa","Northern Africa",0.115,-1.907,-0.718,-0.975,-1.581,-1.251,-1.209,-2.25,-0.971,0,0,0.4,0.1,0.6,1,0,0,0,0.4,0.4,0.4,0.2,0,0.105,0.575,-0.609,-2.19,NA,0.356,-0.246,1.22,-0.118,-0.561,1.414,0.285,-0.445,NA,NA,NA,NA,-0.208,0.508
"EGY","EGYPT",1964,-7,0,157.716536507206,9.57985619438775,NA,NA,NA,NA,NA,23.1990231990232,NA,NA,NA,NA,29858922,49.8247441694226,NA,39.5311355311355,NA,NA,NA,NA,NA,NA,NA,NA,NA,47.075,44.334,50.056,NA,NA,NA,NA,10.3283898305085,"Africa","Northern Africa",0.115,-1.907,-0.718,-0.975,-1.581,-1.251,-1.209,-2.25,-0.971,0,0,0.4,0.1,0.6,1,0,0,0,0.4,0.4,0.4,0.2,0,0.137,0.55,-0.609,-2.19,0.775,0.356,-0.246,1.22,-0.118,-0.561,1.414,0.285,-0.445,-0.338,0.03,-0.3,1.152,-0.208,0.514
"EGY","EGYPT",1965,-7,0,161.567123566919,2.44146057540204,NA,NA,NA,NA,NA,25.6941072610903,NA,NA,NA,NA,30629174,49.8305504418761,NA,38.397704700949,NA,NA,NA,NA,NA,NA,NA,NA,NA,47.577,44.801,50.591,NA,NA,NA,NA,10.1174345076784,"Africa","Northern Africa",0.115,-1.907,-0.718,-0.975,-1.581,-1.251,-1.209,-2.25,-0.971,0,0,0.4,0.1,0.6,1,0,0,0,0.4,0.4,0.4,0.2,0,0.145,0.533,-0.609,-2.19,1.862,0.356,-0.246,1.22,-0.118,-0.561,1.414,0.285,-0.445,-0.338,0.03,-0.3,1.152,-0.208,0.434
"EGY","EGYPT",1966,-7,0,168.054342944501,4.01518528916254,NA,NA,NA,NA,NA,24.8844722528933,NA,NA,NA,NA,31406541,49.8407831667932,NA,38.9645442277021,NA,NA,NA,NA,NA,NA,NA,NA,NA,47.988,45.176,51.039,NA,NA,NA,NA,8.71826883062838,"Africa","Northern Africa",0.115,-1.907,-0.718,-0.975,-1.581,-1.251,-1.209,-2.25,-0.971,0,0,0.4,0.1,0.6,1,0,0,0,0.4,0.4,0.4,0.2,0,0.145,0.531,-0.609,-2.19,1.862,0.356,-0.246,1.22,-0.118,-0.561,1.414,0.285,-0.445,-0.338,0.03,-0.3,1.152,-0.208,0.414
"EGY","EGYPT",1967,-7,0,174.103044536176,3.59925336393867,NA,NA,NA,NA,NA,24.1557519330914,NA,NA,NA,NA,32196360,49.8564899883092,NA,39.5770869496607,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.13,45.151,51.386,NA,NA,NA,NA,8.90769850866586,"Africa","Northern Africa",0.115,-1.907,-0.718,-0.975,-1.581,-1.251,-1.209,-2.25,-0.971,0,0,0.4,0.1,0.6,1,0,0,0,0.4,0.4,0.4,0.2,0,0.143,0.54,-0.609,-2.19,1.862,0.356,-0.246,0.876,-0.118,-0.561,1.414,0.285,-0.445,-0.338,0.03,-0.3,1.152,-0.208,0.414
"EGY","EGYPT",1968,-7,0,179.774096694265,3.25729637479755,NA,NA,NA,NA,NA,25.3800708940528,NA,NA,NA,NA,32998319,49.8705585578465,NA,38.062229224104,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.602,45.73,51.709,NA,NA,NA,NA,11.1330438215555,"Africa","Northern Africa",0.115,-1.907,-0.718,-0.975,-1.581,-1.251,-1.209,-2.25,-0.971,0,0,0.4,0.1,0.6,1,0,0,0,0.4,0.4,0.4,0.2,0,0.143,0.54,-0.609,-2.19,1.862,0.356,-0.246,0.876,-0.118,-0.561,1.414,0.285,-0.445,-0.338,0.03,-0.3,1.152,-0.208,0.414
"EGY","EGYPT",1969,-7,0,192.964908828257,7.33743758224807,NA,NA,NA,NA,NA,25.5436799524976,NA,NA,NA,NA,33811615,49.8824279728261,NA,37.1520819416611,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.7,45.707,51.955,NA,NA,NA,NA,14.3360534124629,"Africa","Northern Africa",0.115,-1.907,-0.718,-0.975,-1.581,-1.251,-1.209,-2.25,-0.971,0,0,0.4,0.1,0.6,1,0,0,0,0.4,0.4,0.4,0.2,0,0.142,0.547,-0.609,-2.19,0.808,0.356,-0.246,0.876,-0.118,-0.561,1.414,0.285,-0.445,-0.338,0.03,-0.3,1.152,-0.208,0.522
"EGY","EGYPT",1970,-7,0,232.272492342671,20.3703273061936,NA,NA,NA,NA,NA,24.109820089955,NA,NA,NA,NA,34623990,49.8939766876659,NA,42.0570964517741,1.35975091695316,1.717488987232,NA,NA,NA,NA,NA,2.18050003051758,NA,49,46.036,52.214,NA,NA,NA,NA,15.9878828677213,"Africa","Northern Africa",0.184,-1.401,-0.718,-0.975,-0.683,-1.251,-0.887,-1.689,-0.971,0,0,0.4,0.1,0.6,1,0,0,0,0.4,0.4,0.4,0.2,0,0.147,0.571,-0.609,-2.19,2.23,-0.341,-0.677,1.172,-0.118,-0.561,1.414,0.285,-0.445,-0.338,0.03,-0.3,1.152,-0.212,0.492
"EGY","EGYPT",1971,-7,0,242.971070265891,4.60604603468775,68.9327087402344,NA,70.4636688232422,41.4437217712402,65.011,22.9315401250111,NA,NA,NA,NA,35433368,49.901158139977,NA,43.1347572355363,1.51778650321548,1.8233715235268,NA,NA,NA,NA,NA,NA,NA,49.48,46.654,52.515,NA,NA,NA,NA,17.1870121760849,"Africa","Northern Africa",0.184,-1.401,-0.718,-0.975,-0.683,-1.251,-0.887,-0.849,-0.573,0.1,0,0.4,0.2,0.5,1,0,0,0,0.3,0.3,0.3,0.1,0,0.166,0.531,-0.998,-1.608,0.807,-0.705,-0.677,1.421,-0.322,-0.561,1.414,0.746,-0.445,-0.338,0.868,-0.3,1.433,-0.212,0.409
"EGY","EGYPT",1972,-7,0,256.482815640115,5.56105109939124,69.7594833374023,NA,65.653678894043,38.9112281799316,65.41723,23.7496872480609,NA,NA,NA,NA,36258328,49.9037793469131,NA,43.8186316755164,1.41414965534595,1.73987602534551,NA,NA,NA,NA,NA,NA,NA,49.908,47.146,52.86,NA,NA,NA,NA,13.5645302897278,"Africa","Northern Africa",0.184,-1.401,-0.718,-0.975,-0.683,-1.251,-0.887,-0.849,-0.573,0.1,0,0.5,0.2,0.5,1,0,0,0,0.3,0.3,0.3,0.1,0,0.165,0.549,-0.998,-1.608,0.807,-0.888,-0.677,1.421,-0.322,-0.561,1.414,0.746,-0.445,-0.338,0.868,-0.3,1.433,-0.212,0.525
"EGY","EGYPT",1973,-7,0,272.182710085295,6.12122664280533,70.2219467163086,NA,69.2683410644531,41.3039588928223,65.24742,26.5749311983988,NA,NA,NA,NA,37102043,49.9072193948996,NA,41.1483612709532,1.39607975350548,1.7873698784169,NA,NA,NA,NA,NA,NA,NA,50.098,47.18,53.244,NA,NA,NA,NA,13.5135135135135,"Africa","Northern Africa",0.197,-1.401,-0.441,-0.975,-0.683,-1.251,-0.887,-0.849,-0.573,0.1,0,0.5,0.3,0.5,1,0,0,0,0.3,0.3,0.3,0.1,0,0.165,0.549,-0.998,-1.608,0.807,-0.888,-0.677,1.421,-0.322,-0.561,1.414,0.746,-0.445,-0.338,0.868,-0.3,1.433,-0.212,0.525
"EGY","EGYPT",1974,-7,0,243.061473902314,-10.6991499106814,67.7529373168945,NA,70.7647171020508,43.5821914672852,NA,28.8074922893356,NA,NA,NA,NA,37969667,49.9066228288656,NA,42.4615592426664,5.88631020930284,6.58972626618201,NA,NA,NA,NA,NA,NA,NA,51.044,48.453,53.779,NA,NA,NA,NA,17.2742435072671,"Africa","Northern Africa",0.197,-1.401,-0.441,-0.975,-0.683,-1.251,-0.887,-0.849,-0.573,0.1,0,0.5,0.3,0.5,1,0,0,0,0.3,0.3,0.3,0.1,0,0.165,0.549,-0.998,-1.608,0.807,-0.888,-0.677,1.421,-0.322,-0.561,1.414,0.746,-0.445,-0.338,0.868,-0.3,1.433,-0.212,0.525
"EGY","EGYPT",1975,-7,0,299.217518322538,23.103638564618,68.9724502563477,NA,74.0582275390625,45.1844291687012,NA,27.6655485621679,NA,NA,NA,20.5216145931482,38875327,49.8976381600597,NA,42.3039234161233,7.24294064094708,7.95165848581456,NA,NA,NA,NA,NA,2.03660011291504,NA,51.734,49.239,54.35,NA,NA,NA,NA,15.4318460908719,"Africa","Northern Africa",0.197,-1.401,-0.441,-0.975,-0.683,-1.251,-0.551,-0.849,-0.573,0.1,0,0.5,0.3,0.5,1,0,0,0,0.3,0.3,0.3,0.2,0,0.165,0.549,-0.998,-1.608,0.807,-0.888,-0.677,1.421,-0.322,-0.561,1.414,0.746,-0.445,-0.338,0.868,-0.3,1.433,-0.212,0.525
"EGY","EGYPT",1976,-6,0,334.609918474469,11.8283181915105,68.2563323974609,NA,74.9483489990234,46.6047782897949,NA,26.0149747934254,NA,NA,NA,17.3313844226352,39795557,49.8842998981017,NA,42.1501655579751,9.70584745111108,10.1700915974632,38,54,22,NA,NA,NA,NA,52.484,50.088,54.977,NA,NA,NA,NA,13.7268961121734,"Africa","Northern Africa",0.197,-1.401,-0.441,-0.975,-0.683,-1.251,-0.3,-0.849,-0.573,0.1,0,0.5,0.3,0.5,1,0,0.1,0,0.2,0.4,0.2,0.2,0,0.167,0.555,-0.998,-1.608,0.219,-0.888,-0.677,1.421,-0.322,-0.561,1.414,0.746,-0.445,-0.338,0.868,-0.3,1.433,-0.395,0.583
"EGY","EGYPT",1977,-6,0,353.403833676533,5.61666411077949,67.6110763549805,NA,75.6908493041992,47.0181083679199,NA,24.8188163071414,NA,NA,NA,25.5179722042899,40748870,49.8669729982696,NA,40.6131621578826,12.1647429097968,12.9096830272669,NA,NA,NA,NA,NA,NA,NA,53.272,50.977,55.637,NA,NA,NA,NA,13.1120584652862,"Africa","Northern Africa",0.209,-1.401,-0.441,-0.975,-0.174,-1.251,-0.3,-0.849,-0.573,0.1,0,0.5,0.3,0.5,1,0,0.1,0,0.2,0.4,0.2,0.2,0,0.165,0.565,-0.998,-1.608,-0.077,-0.888,-0.677,1.421,-0.322,-0.561,1.414,0.746,-0.445,-0.338,0.868,-0.3,1.433,-0.395,0.654
"EGY","EGYPT",1978,-6,0,354.674246269687,0.359479007326442,67.4246215820312,NA,69.8356704711914,36.7968711853027,66.92664,23.394542365248,NA,NA,NA,23.0710966447624,41761431,49.8470658249235,NA,42.6907408544699,14.1098795600338,14.8651776417439,NA,NA,NA,NA,NA,NA,NA,54.075,51.879,56.317,NA,NA,NA,NA,9.94071348257181,"Africa","Northern Africa",0.209,-1.401,-0.441,-0.975,-0.174,-1.251,-0.3,-0.849,-0.573,0.1,0,0.6,0.3,0.5,1,0,0.1,0.1,0.2,0.4,0.2,0.2,0,0.164,0.565,-0.998,-1.608,-0.077,-0.888,-0.677,1.421,-0.322,-0.561,1.414,0.746,-0.445,-0.338,0.868,-0.3,1.433,-0.395,0.654
"EGY","EGYPT",1979,-6,0,420.85821686233,18.6604951695078,67.4043731689453,NA,47.7117385864258,23.7747592926025,NA,20.0564426369863,NA,NA,NA,21.285197869102,42818628,49.8256646616515,NA,40.8802638254693,29.2321387639113,29.9127584877985,NA,NA,NA,NA,NA,NA,NA,54.876,52.773,57.003,NA,NA,NA,NA,6.4689378757515,"Africa","Northern Africa",0.209,-1.401,-0.441,-0.975,-0.174,-1.251,0.913,-1.672,-0.573,0.1,0,0.6,0.3,0.5,1,0,0.1,0.1,0.2,0.4,0.2,0.2,0,0.162,0.563,-0.998,-1.608,-0.099,-0.888,-0.677,1.421,-0.322,-0.561,1.414,0.746,-0.445,-0.338,0.868,-0.3,1.433,-0.395,0.656
"EGY","EGYPT",1980,-6,0,493.053573271061,17.154317895223,68.5114898681641,NA,55.6721992492676,37.0317497253418,NA,16.5818608532384,NA,NA,NA,NA,43950413,49.8023624942956,NA,40.8115643090134,31.6900821803862,32.5093693392504,NA,NA,NA,NA,NA,2.02629995346069,NA,55.673,53.653,57.698,NA,NA,NA,NA,6.16031027795734,"Africa","Northern Africa",0.209,-1.401,-0.441,-0.975,-0.174,-1.251,0.913,-1.672,-0.573,0.1,0.1,0.7,0.4,0.5,1,0,0,0.2,0.4,0.4,0.2,0.3,0,0.124,0.564,-0.998,-1.608,NA,-0.888,-1.375,1.421,-0.322,-0.561,1.414,0.746,0.371,-0.953,0.868,-0.416,1.433,-0.395,0.657
"EGY","EGYPT",1981,-6,0,490.308796861598,-0.556689284544343,68.8367080688477,NA,65.847770690918,44.3614692687988,NA,21.6205656656919,NA,NA,NA,26.2442996941523,45147224,49.7777559922621,NA,41.6856422497207,27.7019088190168,28.5112386391137,NA,NA,NA,NA,NA,2.07220005989075,NA,56.454,54.504,58.395,NA,NA,NA,NA,7.41690962099125,"Africa","Northern Africa",0.316,-0.616,-0.441,-0.975,-0.174,-1.251,0.913,-0.854,-0.573,0.1,0.1,0.7,0.4,0.5,1,0,0,0.2,0.4,0.4,0.2,0.3,0,0.166,0.57,-0.998,-1.608,0.448,-0.888,-1.375,1.421,-0.322,-0.561,1.414,0.746,0.371,-0.953,0.868,-0.416,1.433,-0.378,0.688
"EGY","EGYPT",1982,-6,0,595.918898169378,21.5395077518038,70.1668701171875,NA,NA,NA,NA,18.0486284289277,NA,NA,NA,21.6957605985037,46407611,49.7523455796938,NA,47.764517278233,20.3145855308392,21.3062057333095,NA,NA,NA,NA,NA,NA,NA,57.219,55.322,59.095,NA,NA,NA,NA,7.18896060538616,"Africa","Northern Africa",0.316,-0.616,-0.441,-0.975,-0.174,-0.649,-0.527,-0.854,-0.573,0.1,0.1,0.7,0.4,0.5,1,0,0,0.2,0.4,0.4,0.2,0.3,0,0.174,0.572,-0.998,-1.608,0.448,-0.888,-1.375,1.421,-0.322,-0.561,1.414,0.908,0.371,-1.81,0.868,-0.416,1.433,-0.378,0.591
"EGY","EGYPT",1983,-6,0,648.013629771434,8.74191635171957,72.4689331054688,NA,NA,NA,NA,19.0451127819549,NA,NA,NA,21.0827067669173,47786402,49.7260005110659,NA,47.9022556390977,19.5698422151813,20.4232098920794,NA,NA,NA,NA,NA,NA,NA,57.967,56.108,59.797,NA,NA,NA,NA,7.95867393278837,"Africa","Northern Africa",0.316,-0.616,-0.441,-0.975,-0.174,-0.649,-0.527,-0.854,-0.573,0.1,0.1,0.7,0.4,0.5,1,0,0,0.2,0.4,0.4,0.2,0.3,0,0.172,0.572,-0.998,-1.608,0.448,-0.888,-1.375,1.421,-0.322,-0.561,1.414,0.908,0.371,-1.81,0.868,-0.416,1.433,-0.378,0.591
"EGY","EGYPT",1984,-6,0,689.807675510205,6.44956275896735,74.7534408569336,NA,NA,NA,NA,18.1075949367089,NA,NA,NA,18.4462025316456,49247334,49.6995746064229,NA,48.3164556962025,19.7968763673517,20.6121950721427,NA,NA,NA,NA,NA,NA,NA,58.697,56.868,60.493,NA,NA,NA,NA,8.26523207017322,"Africa","Northern Africa",0.316,-0.616,-0.441,-0.975,-0.174,-0.254,-0.527,-0.854,-0.573,0.1,0.1,0.7,0.4,0.5,1,0,0,0.2,0.4,0.4,0.2,0.3,0,0.172,0.583,-0.998,-1.608,-0.838,-0.888,-1.375,1.421,-0.322,-0.561,1.414,0.908,0.371,-1.81,0.868,-0.416,1.433,-0.378,0.674
"EGY","EGYPT",1985,-6,0,769.755137148666,11.5898190867953,76.9044418334961,NA,NA,NA,NA,17.1045576407507,NA,NA,NA,17.254691689008,50734968,49.6757009879261,NA,48.8445040214477,18.1234335527381,18.6372570774192,NA,NA,NA,NA,NA,NA,NA,59.405,57.599,61.175,NA,NA,NA,NA,7.85693305919735,"Africa","Northern Africa",0.316,-0.616,-0.441,-0.975,-0.174,-0.254,-0.527,-0.854,-0.573,0.1,0.1,0.7,0.4,0.5,1,0,0,0.2,0.4,0.4,0.2,0.3,0,0.172,0.596,-0.998,-1.608,-0.838,-0.888,-1.375,1.421,-0.322,-0.561,1.414,0.908,0.371,-1.81,0.223,-0.416,1.433,-0.378,0.73
"EGY","EGYPT",1986,-6,0,790.201793698565,2.65625464035715,78.72412109375,NA,81.2694396972656,60.9609985351562,NA,17.390022675737,NA,NA,NA,16.3197278911565,52206295,49.649879380444,NA,48.6757369614512,7.79500738712299,8.60401133977456,44,57,31,NA,NA,2.08570003509521,NA,60.085,58.298,61.833,NA,NA,NA,NA,7.49813056581541,"Africa","Northern Africa",0.316,-0.616,-0.441,-0.975,-0.174,-0.254,-0.527,-0.854,-0.573,0.1,0.1,0.7,0.4,0.5,1,0,0,0.2,0.4,0.4,0.2,0.3,0,0.175,0.596,-0.998,-1.608,-0.838,-0.888,-1.375,1.421,-0.322,-0.561,1.414,0.908,0.371,-1.81,0.223,-0.416,1.433,-0.378,0.73
"EGY","EGYPT",1987,-6,0,753.722263747615,-4.61648280753785,80.9756393432617,NA,NA,NA,NA,19.6330089320388,NA,NA,NA,14.5708737864078,53674435,49.615393250064,NA,50.2213621359223,12.0356801339419,12.859427934188,NA,NA,NA,NA,NA,NA,NA,60.736,58.965,62.465,NA,NA,NA,NA,6.52874277064007,"Africa","Northern Africa",0.316,-0.616,-0.441,-0.975,-0.174,-0.254,-0.527,-0.854,-0.573,0.1,0.1,0.7,0.4,0.5,1,0,0,0.2,0.4,0.4,0.2,0.3,0,0.173,0.594,-0.998,-1.608,-0.567,-0.888,-1.375,1.421,-0.322,-0.561,1.414,0.908,0.371,-1.81,0.223,-0.416,1.433,-0.378,0.706
"EGY","EGYPT",1988,-6,0,633.839369496566,-15.9054468757463,83.4813919067383,NA,NA,NA,NA,18.0454550324675,NA,NA,NA,14.349025974026,55187681,49.5743923435668,NA,49.6834425324675,11.0202881461945,12.0343641392084,NA,NA,NA,NA,NA,2.12470006942749,NA,61.358,59.599,63.073,NA,0.437245637178421,NA,NA,5.06087662337662,"Africa","Northern Africa",0.316,-0.616,-0.441,-0.975,-0.174,-0.254,-0.527,-0.854,-0.573,0.1,0.1,0.7,0.4,0.5,1,0,0,0.2,0.4,0.4,0.2,0.3,0,0.174,0.59,-0.998,-1.608,0.043,-0.888,-1.375,1.421,-0.322,-0.561,1.414,0.908,0.371,-1.81,0.223,-0.416,1.433,-0.378,0.636
"EGY","EGYPT",1989,-6,0,701.037717929191,10.6017946606879,84.4994812011719,NA,NA,NA,NA,18.6948049350649,NA,NA,NA,13.838961038961,56710642,49.5331017412922,NA,49.741561948052,13.8923262424621,14.8471423983394,NA,NA,NA,NA,NA,2.01990008354187,NA,61.949,60.197,63.654,NA,NA,NA,NA,3.96809895833333,"Africa","Northern Africa",0.316,-0.616,-0.441,-0.975,-0.174,-0.254,-0.527,-0.854,-0.573,0.1,0.1,0.7,0.4,0.5,1,0,0,0.2,0.4,0.4,0.2,0.3,0,0.174,0.59,-0.998,-1.608,0.043,-0.888,-1.375,1.421,-0.322,-0.561,1.414,0.908,0.371,-1.81,0.223,-0.416,1.433,-0.378,0.636
